OrthoSymbol	africanFrog	americanAlligator	americanEel	axolotl	bambooShark	barnOwl	beardedDragon	blindMoleRat	brownRat	budgerigar	canary	cat	catshark	chicken	cod	commonBuzzard	commonKestrel	cow	crabMacaque	daubentonBat	dog	eagleOwl	egyptianBat	emu	flavescentPeacockFish	garterSnake	giltheadBream	goldenEagle	gosHwak	greenAnole	groundBoa	groundSquirrel	harpyEagle	hawaiianCrow	honeyguide	hoodedCrow	horse	human	japaneseGecko	labMouse	littleOwl	mallardDuck	marmoset	minkeWhale	mousebird	nancymaMonkey	northernPike	oceanJacket	oldwife	oliveBaboon	opossum	orientalScopsOwl	ostrich	peregrineFalcon	pig	pigeon	quail	redStingray	rhesusMacaque	roundleafBat	sacwingedBat	sandRat	sparrowHawk	spottedGar	sunangel	tawnyOwl	tuna	uralOwl	westernFrog	whiteWagtail	yangtzeCatfish	zebraShark	zebrafinch	zebrafish
PPP2R2C	LOC108706535,ppp2r2c.L	PPP2R2C	LOC135255995,LOC135259338	PPP2R2C	LOC140485661	PPP2R2C	PPP2R2C	Ppp2r2c	Ppp2r2c	PPP2R2C	PPP2R2C	PPP2R2C	LOC140408399	PPP2R2C	LOC115552320,ppp2r2ca	PPP2R2C	ENSFTIG00000001601	PPP2R2C	PPP2R2C	PPP2R2C	PPP2R2C	ENSBOBG00000011886	PPP2R2C	PPP2R2C	LOC115786936,ppp2r2ca	LOC106544475	LOC115568899,ppp2r2ca	PPP2R2C	PPP2R2C	ppp2r2c	PPP2R2C	Ppp2r2c	PPP2R2C	PPP2R2C	PPP2R2C	PPP2R2C	PPP2R2C	PPP2R2C	PPP2R2C	Ppp2r2c	PPP2R2C	PPP2R2C	PPP2R2C	PPP2R2C	PPP2R2C	PPP2R2C	LOC105025215,ppp2r2ca	LOC142901987,ppp2r2ca	LOC139290971,ppp2r2ca	PPP2R2C	PPP2R2C	ENSOSUG00000011120	PPP2R2C	PPP2R2C	PPP2R2C	PPP2R2C	PPP2R2C	LOC140726374	PPP2R2C	PPP2R2C	PPP2R2C	Ppp2r2c	ENSANIG00000003983	LOC102696634	PPP2R2C	PPP2R2C	LOC122990608,ppp2r2ca	PPP2R2C	ppp2r2c	PPP2R2C	ppp2r2ca,ppp2r2cb	LOC125454329	PPP2R2C	ppp2r2ca,ppp2r2cb
NPTXR	nptxr.L,nptxr.S	NPTXR	LOC135243078,LOC135248820	NPTXR	LOC140489408	NPTXR	NPTXR	Nptxr	Nptxr	NPTXR	NPTXR	NPTXR	LOC140404074	NPTXR	cbx6a,nptxra	NPTXR	ENSFTIG00000014614	NPTXR	NPTXR	NPTXR	NPTXR	ENSBOBG00000006745	NPTXR	NPTXR	LOC115778602,nptxra	NPTXR	cbx6a,nptxra	NPTXR	NPTXR	nptxr	NPTXR	Nptxr	NPTXR	NPTXR	NPTXR	NPTXR	NPTXR	NPTXR	NPTXR	Nptxr	NPTXR	NPTXR	NPTXR	NPTXR	NPTXR	NPTXR	LOC105012188,LOC105031164	nptxra,nptxrb	nptxra,nptxrb	NPTXR	NPTXR	ENSOSUG00000008200	NPTXR	NPTXR	NPTXR	NPTXR	NPTXR		NPTXR	NPTXR	NPTXR	Nptxr	ENSANIG00000003379	nptxrb	NPTXR	NPTXR	LOC122976427,cbx6b	NPTXR	nptxr	NPTXR	cbx6b,nptxrb	LOC125447163	NPTXR	nptxra,nptxrb
PICALM	picalm.L,picalm.S	PICALM	picalma,picalmb	PICALM	picalma	PICALM	PICALM	Picalm	Picalm	PICALM	PICALM	PICALM	LOC140391319	PICALM	picalma,picalmb	PICALM	ENSFTIG00000006683	PICALM	PICALM	PICALM	PICALM	ENSBOBG00000013479	PICALM	PICALM	LOC115791758,picalmb	PICALM	picalma,picalmb	PICALM	PICALM	picalm	PICALM	Picalm	PICALM	PICALM	PICALM	PICALM	PICALM	PICALM	PICALM	Picalm	PICALM	PICALM	PICALM	PICALM	PICALM	PICALM	picalma,picalmb	picalma,picalmb	picalma,picalmb	PICALM	PICALM	ENSOSUG00000015690	PICALM	PICALM	PICALM	PICALM	PICALM	picalma	PICALM	PICALM	PICALM	Picalm	ENSANIG00000015596	picalma	PICALM	PICALM	picalma,picalmb	PICALM	picalm	PICALM	picalma,picalmb	picalma	PICALM	picalma,picalmb
SYNGR3	LOC108701657,LOC108706077	SYNGR3	LOC135242926,LOC135248229	SYNGR3	syngr3a	SYNGR3	SYNGR3	Syngr3	Syngr3	SYNGR3	SYNGR3	SYNGR3	syngr3a	SYNGR3	LOC115539972,syngr3a	SYNGR3	ENSFTIG00000010309	SYNGR3	SYNGR3	SYNGR3	SYNGR3	ENSBOBG00000014357	SYNGR3	SYNGR3	LOC115784459,syngr3a	SYNGR3	LOC115579061,syngr3a	SYNGR3	SYNGR3	syngr3	SYNGR3	Syngr3	SYNGR3	SYNGR3	SYNGR3	SYNGR3	SYNGR3	SYNGR3	LOC107125510	Syngr3	SYNGR3	SYNGR3	SYNGR3	SYNGR3	SYNGR3	SYNGR3	syngr3a,syngr3b	LOC142893282,syngr3a	LOC139298831,syngr3a	SYNGR3	SYNGR3	ENSOSUG00000013465	SYNGR3	SYNGR3	SYNGR3	SYNGR3	SYNGR3	syngr3a	SYNGR3	SYNGR3	SYNGR3	Syngr3	ENSANIG00000002290	syngr3a	SYNGR3	SYNGR3	LOC122979712,syngr3a	SYNGR3	syngr3	SYNGR3	syngr3a,syngr3b	LOC125462407	SYNGR3	syngr3a,syngr3b
SH3GL1	LOC108706809,sh3gl1.L	SH3GL1	LOC135251369,sh3gl1b	SH3GL1	sh3gl1b	SH3GL1	SH3GL1	Sh3gl1	Sh3gl1	SH3GL1	SH3GL1	SH3GL1	sh3gl1b	SH3GL1	LOC115549453,sh3gl1b	SH3GL1	ENSFTIG00000002819	SH3GL1	SH3GL1	SH3GL1	SH3GL1	ENSBOBG00000002332	SH3GL1	SH3GL1	LOC115795942,sh3gl1b	SH3GL1	LOC115573107,sh3gl1b	SH3GL1	SH3GL1	sh3gl1	SH3GL1	Sh3gl1	SH3GL1	SH3GL1	SH3GL1	SH3GL1	SH3GL1	SH3GL1	LOC107112085	Sh3gl1	SH3GL1	SH3GL1	SH3GL1	SH3GL1	SH3GL1	SH3GL1	LOC105020449,sh3gl1b	LOC142885043,sh3gl1b	LOC139295986,sh3gl1b	SH3GL1	SH3GL1	ENSOSUG00000004807	SH3GL1	SH3GL1	SH3GL1	SH3GL1	SH3GL1	LOC140739988	SH3GL1	SH3GL1	SH3GL1	Sh3gl1	ENSANIG00000014723	sh3gl1b	SH3GL1	SH3GL1	LOC122993610,sh3gl1b	SH3GL1	sh3gl1	SH3GL1	sh3gl1a,sh3gl1b	LOC125465816	SH3GL1	sh3gl1a,sh3gl1b
JAM3	LOC108696377,jam3.S	JAM3	jam3a,jam3b	JAM3	jam3b	JAM3	JAM3	Jam3	Jam3	JAM3	JAM3	JAM3	jam3b	JAM3	jam3a,jam3b	JAM3	ENSFTIG00000007534	JAM3	JAM3	JAM3	JAM3	ENSBOBG00000005963	JAM3	JAM3	jam3a,jam3b	LOC106550049	jam3a,jam3b	JAM3	JAM3	jam3	JAM3	Jam3	JAM3	JAM3	JAM3	JAM3	JAM3	JAM3	JAM3	Jam3	JAM3	JAM3	JAM3	JAM3	JAM3	JAM3	jam3a,jam3b	LOC142895397,jam3b	LOC139295362,jam3a	JAM3	JAM3	ENSOSUG00000000668	JAM3	JAM3	JAM3	JAM3	JAM3	jam3b	JAM3	JAM3	JAM3	Jam3	ENSANIG00000001121	jam3b	JAM3	JAM3	LOC122995761,jam3a	JAM3	jam3	JAM3	jam3a,jam3b	jam3b	JAM3	jam3a,jam3b
ADRB2	adrb2.L,adrb2.S	ADRB2	LOC135249765,LOC135263672	ADRB2	LOC140492146	ADRB2	LOC110086179	Adrb2	Adrb2	ADRB2	ADRB2	ADRB2	LOC140426877	ADRB2	LOC115547589,adrb2a	ADRB2	ENSFTIG00000011675	ADRB2	ADRB2	ADRB2	ADRB2	ENSBOBG00000013038	ADRB2	ADRB2	adrb2a,adrb2b	ADRB2	LOC115594828,adrb2a	ADRB2	ADRB2	adrb2	ADRB2	Adrb2	ADRB2	ADRB2	ADRB2	ADRB2	ADRB2	ADRB2	ADRB2	Adrb2	ADRB2	LOC101800857	ADRB2	ADRB2	ADRB2	ADRB2	LOC105011275,adrb2a	adrb2a,adrb2b	LOC139295227,adrb2a	ADRB2	ADRB2	ENSOSUG00000001321	ADRB2	ADRB2	ADRB2	ADRB2	ADRB2	adrb2a	ADRB2	ADRB2	ADRB2	Adrb2	ENSANIG00000004493	adrb2a	ADRB2	ADRB2	LOC122996171,adrb2a	ADRB2	adrb2	ADRB2	adrb2a,adrb2b	adrb2a	ADRB2	adrb2a,adrb2b
FGF20	fgf20.L,fgf20.S	FGF20	LOC135254598,LOC135260001	FGF20	fgf20a	FGF20	FGF20	Fgf20	Fgf20	FGF20	FGF20	FGF20	LOC140408935	FGF20	LOC115540607,fgf20b	FGF20	ENSFTIG00000015429	FGF20	FGF20	FGF20	FGF20	ENSBOBG00000005654	FGF20	FGF20	LOC115787079,fgf20b	FGF20	LOC115571255,fgf20b	FGF20	FGF20	fgf20	FGF20	Fgf20	FGF20	FGF20	FGF20	FGF20	FGF20	FGF20	FGF20	Fgf20	FGF20	FGF20	FGF20	FGF20	FGF20	FGF20	fgf20a,fgf20b	LOC142881160,fgf20b	LOC139298822,fgf20b	FGF20	FGF20	ENSOSUG00000003382	FGF20	FGF20	FGF20	FGF20	FGF20	LOC140737493	FGF20	FGF20	FGF20	Fgf20	ENSANIG00000011193	LOC102684714	FGF20	FGF20	LOC122978781,fgf20b	FGF20	fgf20	FGF20	fgf20a,fgf20b	fgf20a	FGF20	fgf20a,fgf20b
TRAK1	LOC108718971,LOC108719991	TRAK1	LOC135261451,trak1a	TRAK1	trak1a	TRAK1	TRAK1	Trak1	Trak1	TRAK1	TRAK1	TRAK1	trak1a	TRAK1	LOC115553604,trak1b	TRAK1	ENSFTIG00000007674	TRAK1	TRAK1	TRAK1	TRAK1	ENSBOBG00000010766	TRAK1	TRAK1	trak1a,trak1b	TRAK1	trak1a,trak1b	TRAK1	TRAK1	trak1	TRAK1	LOC101967378	TRAK1	TRAK1	TRAK1	TRAK1	TRAK1	TRAK1	TRAK1	Trak1	TRAK1	TRAK1	TRAK1	TRAK1	TRAK1	TRAK1	LOC105012516,trak1a	trak1a,trak1b	LOC139298614,trak1a	TRAK1	TRAK1	ENSOSUG00000006723	TRAK1	TRAK1	TRAK1	TRAK1	TRAK1	trak1a	TRAK1	LOC109377304	TRAK1	Trak1	ENSANIG00000012678	trak1a	TRAK1	TRAK1	LOC122969436,LOC122986653	TRAK1	LOC116411669,trak1	TRAK1	trak1a,trak1b	trak1a	TRAK1	trak1a,trak1b
SEZ6	LOC108707439,LOC108709170	SEZ6	LOC135236748,LOC135262792	SEZ6	sez6b	SEZ6	SEZ6	Sez6	Sez6	SEZ6	SEZ6	SEZ6	sez6b	SEZ6	LOC115528875,LOC115547200	SEZ6	ENSFTIG00000004996	SEZ6	SEZ6	SEZ6	SEZ6	ENSBOBG00000004877	SEZ6	SEZ6	LOC115791704,sez6b	LOC106551822	LOC115594373,sez6b	SEZ6	SEZ6	sez6	SEZ6	Sez6	SEZ6	SEZ6	SEZ6	SEZ6	SEZ6	SEZ6	SEZ6	Sez6	SEZ6	SEZ6	SEZ6	SEZ6	SEZ6	SEZ6	LOC105010768,sez6b	sez6a,sez6b	LOC139295039,sez6b	SEZ6	SEZ6	ENSOSUG00000007231	SEZ6	SEZ6	SEZ6	SEZ6	SEZ6	sez6b	SEZ6	SEZ6	SEZ6	Sez6	ENSANIG00000006199	sez6b	SEZ6	SEZ6	LOC122996140,sez6b	SEZ6	sez6	SEZ6	sez6a,sez6b	LOC125464660	SEZ6	sez6a,sez6b
SMAD6	smad6.L,smad6.S	SMAD6	LOC135254943,smad6b	SMAD6	smad6b	SMAD6	SMAD6	Smad6	Smad6	SMAD6	SMAD6	SMAD6	smad6b	SMAD6	LOC115558981,smad6b	SMAD6	ENSFTIG00000012977	SMAD6	SMAD6	SMAD6	SMAD6	ENSBOBG00000004455	SMAD6	SMAD6	LOC115775130,smad6b	SMAD6	LOC115579700,smad6b	SMAD6	SMAD6	smad6	SMAD6	Smad6	SMAD6	SMAD6	SMAD6	SMAD6	SMAD6	SMAD6	SMAD6	Smad6	SMAD6	SMAD6	SMAD6	SMAD6	SMAD6	SMAD6	smad6a,smad6b	LOC142903318,smad6b	LOC139285750,smad6b	SMAD6	SMAD6	ENSOSUG00000001895	SMAD6	SMAD6	SMAD6	SMAD6	SMAD6	smad6b	SMAD6	SMAD6	SMAD6	Smad6	ENSANIG00000015286	smad6b	SMAD6	SMAD6	LOC122983997,smad6b	SMAD6	smad6	SMAD6	smad6a,smad6b	smad6b	SMAD6	smad6a,smad6b
PROM1	proml-1	PROM1	LOC135254567,prom1a	PROM1	LOC140463132	PROM1	PROM1	Prom1	Prom1	PROM1	PROM1	PROM1	LOC140408764	PROM1	prom1a,prom1b	PROM1	ENSFTIG00000002693	PROM1	PROM1	PROM1	PROM1	ENSBOBG00000001423	PROM1	PROM1	prom1a,prom1b	LOC106540156	prom1a,prom1b	PROM1	PROM1	prom1	PROM1	Prom1	PROM1	PROM1	PROM1	PROM1	PROM1	PROM1	PROM1	Prom1	PROM1	PROM1	PROM1	PROM1	PROM1	PROM1	prom1a,prom1b	prom1a,prom1b	prom1a,prom1b	PROM1	PROM1	ENSOSUG00000010592	PROM1	PROM1	PROM1	PROM1	PROM1	LOC140738007	PROM1	PROM1	PROM1	Prom1	ENSANIG00000000820	prom1a	PROM1	PROM1	prom1a,prom1b	PROM1	prom1	PROM1	prom1a,prom1b	LOC125458783	PROM1	prom1a,prom1b
GRIN2A	LOC100126660,grin2a.L	GRIN2A	LOC135243453,LOC135248259	GRIN2A	grin2aa	GRIN2A	GRIN2A	Grin2a	Grin2a	GRIN2A	GRIN2A	GRIN2A	grin2aa	GRIN2A	grin2aa,grin2ab	GRIN2A	ENSFTIG00000013604	GRIN2A	GRIN2A	GRIN2A	GRIN2A	ENSBOBG00000013108	GRIN2A	GRIN2A	grin2aa,grin2ab	GRIN2A	grin2aa,grin2ab	GRIN2A	GRIN2A	grin2a	GRIN2A	Grin2a	GRIN2A	GRIN2A	GRIN2A	GRIN2A	GRIN2A	GRIN2A	GRIN2A	Grin2a	GRIN2A	GRIN2A	GRIN2A	GRIN2A	GRIN2A	GRIN2A	LOC105009144,grin2aa	grin2aa,grin2ab	grin2aa,grin2ab	GRIN2A	GRIN2A	ENSOSUG00000003484	GRIN2A	GRIN2A	GRIN2A	GRIN2A	GRIN2A	grin2aa	GRIN2A	GRIN2A	GRIN2A	Grin2a	ENSANIG00000004251	grin2aa	GRIN2A	GRIN2A	grin2aa,grin2ab	GRIN2A	grin2a	GRIN2A	grin2aa,grin2ab	grin2aa	GRIN2A	grin2aa,grin2ab
PRPH2	prph2.L,prph2.S	PRPH2	prph2a,prph2b	PRPH2	prph2a	PRPH2	PRPH2	Prph2	Prph2	PRPH2	PRPH2	PRPH2	prph2a	PRPH2	prph2a,prph2b	PRPH2	ENSFTIG00000004352	PRPH2	PRPH2	PRPH2	PRPH2	ENSBOBG00000002019	PRPH2	PRPH2	prph2a,prph2b	PRPH2	prph2a,prph2b	PRPH2	PRPH2	prph2	PRPH2	Prph2	PRPH2	PRPH2	PRPH2	PRPH2	PRPH2	PRPH2	PRPH2	Prph2	PRPH2	PRPH2	PRPH2	PRPH2	PRPH2	PRPH2	prph2a,prph2b	prph2a,prph2b	prph2a,prph2b	PRPH2	PRPH2	ENSOSUG00000012462	PRPH2	PRPH2	PRPH2	PRPH2	PRPH2	prph2a	PRPH2	PRPH2	PRPH2	Prph2	ENSANIG00000009994	prph2a	PRPH2	PRPH2	prph2a,prph2b	PRPH2	prph2	PRPH2	prph2a,prph2b	prph2a	PRPH2	prph2a,prph2b
KCNH5	kcnh5.L,kcnh5.S	KCNH5	LOC135248996,LOC135257049	KCNH5	LOC140476173	KCNH5	KCNH5	Kcnh5	Kcnh5	KCNH5	KCNH5	KCNH5	kcnh5b	KCNH5	LOC115534005,kcnh5b	KCNH5	ENSFTIG00000011867	KCNH5	KCNH5	KCNH5	KCNH5	ENSBOBG00000010735	KCNH5	KCNH5	LOC115774344,kcnh5b	KCNH5	LOC115566387,LOC115573681	KCNH5	KCNH5	kcnh5	KCNH5	Kcnh5	KCNH5	KCNH5	KCNH5	KCNH5	KCNH5	KCNH5	KCNH5	Kcnh5	KCNH5	KCNH5	KCNH5	KCNH5	KCNH5	KCNH5	kcnh5a,kcnh5b	LOC142903780,kcnh5b	LOC139301973,kcnh5b	KCNH5	KCNH5	ENSOSUG00000006630	KCNH5	KCNH5	KCNH5	KCNH5	KCNH5	kcnh5b	KCNH5	KCNH5	KCNH5	Kcnh5	ENSANIG00000013644	kcnh5b	KCNH5	KCNH5	LOC122965744,kcnh5b	KCNH5	kcnh5	KCNH5	kcnh5a,kcnh5b	kcnh5b	KCNH5	kcnh5a,kcnh5b
CREBBP	crebbp.L,crebbp.S	CREBBP	LOC135249256,crebbpb	CREBBP	LOC140464531	LOC104357394	CREBBP	Crebbp	Crebbp	CREBBP	CREBBP	CREBBP	crebbpb	CREBBP	crebbpa,crebbpb	CREBBP	ENSFTIG00000012586	CREBBP	CREBBP	CREBBP	CREBBP	ENSBOBG00000010325	LOC107521673	CREBBP	crebbpa,crebbpb	CREBBP	crebbpa,crebbpb	LOC115335526	CREBBP	crebbp	CREBBP	LOC101957668	CREBBP	LOC125334099	CREBBP	LOC104684955	CREBBP	CREBBP		Crebbp	CREBBP	CREBBP	CREBBP	CREBBP	CREBBP	CREBBP	crebbpa,crebbpb	crebbpa,crebbpb	crebbpa,crebbpb	CREBBP	CREBBP	ENSOSUG00000013748	CREBBP	CREBBP	CREBBP	CREBBP	CREBBP	crebbpb	CREBBP	CREBBP	CREBBP	Crebbp	ENSANIG00000008219	crebbpa	CREBBP	CREBBP	crebbpa,crebbpb	CREBBP	crebbp	LOC119707065	crebbpa,crebbpb	crebbpb	CREBBP	crebbpa,crebbpb
BTBD6	btbd6.L,btbd6.S	BTBD6	LOC135249140,LOC135257042	BTBD6	LOC140476055	BTBD6	BTBD6	Btbd6	Btbd6	BTBD6	BTBD6	BTBD6	btbd6b	BTBD6	LOC115543858,btbd6b	BTBD6	ENSFTIG00000014521	BTBD6	BTBD6	BTBD6	BTBD6	ENSBOBG00000013302	BTBD6	BTBD6	LOC115774229,LOC115801394	BTBD6	LOC115573528,LOC115597580	BTBD6	BTBD6	btbd6	BTBD6	Btbd6	BTBD6	BTBD6	BTBD6	BTBD6	BTBD6	BTBD6	BTBD3	Btbd6	BTBD6	BTBD6	BTBD6	BTBD6	BTBD6	BTBD6	LOC105015545,btbd6b	LOC142882041,LOC142889069	LOC139297648,LOC139302012	BTBD6	BTBD6	ENSOSUG00000007584	BTBD6	BTBD6	BTBD6	BTBD6	BTBD6	btbd6b	BTBD6	BTBD6	BTBD6	Btbd6	ENSANIG00000008305	btbd6b	BTBD6	BTBD6	LOC122965676,LOC122998677	BTBD6	btbd6	BTBD6	btbd6a,btbd6b	btbd6b	BTBD6	btbd6a,btbd6b
GPM6B	gpm6b.L,gpm6b.S	GPM6B	LOC135240831,LOC135250984	GPM6B	LOC140486155	GPM6B	GPM6B	Gpm6b	Gpm6b	GPM6B	GPM6B	GPM6B	gpm6bb	GPM6B	LOC115541985,gpm6bb	GPM6B	ENSFTIG00000013717	GPM6B	GPM6B	GPM6B	GPM6B	ENSBOBG00000007405	GPM6B	GPM6B	LOC115791914,gpm6bb	GPM6B	LOC115576591,gpm6bb	GPM6B	GPM6B	gpm6b	GPM6B	Gpm6b	GPM6B	GPM6B	GPM6B	GPM6B	GPM6B	GPM6B	GPM6B	Gpm6b	GPM6B	GPM6B	GPM6B	GPM6B	GPM6B	GPM6B	LOC105020014,gpm6bb	LOC142881493,gpm6bb	LOC139306610,gpm6bb	GPM6B	GPM6B	ENSOSUG00000003887	GPM6B	GPM6B	GPM6B	GPM6B	GPM6B	gpm6bb	GPM6B	GPM6B	GPM6B	Gpm6b	ENSANIG00000015590	gpm6bb	GPM6B	GPM6B	LOC122976363,gpm6bb	GPM6B	gpm6b	GPM6B	gpm6ba,gpm6bb	gpm6bb	GPM6B	gpm6ba,gpm6bb
TOM1L2	tom1l2.L,tom1l2.S	TOM1L2	LOC135244252,tom1l2	TOM1L2	LOC140464293	TOM1L2	TOM1L2	Tom1l2	Tom1l2	TOM1L2	TOM1L2	TOM1L2	tom1l2b	TOM1L2	tom1l2a,tom1l2b	TOM1L2	ENSFTIG00000006649	TOM1L2	TOM1L2	TOM1L2	TOM1L2	ENSBOBG00000008624	TOM1L2	TOM1L2	tom1l2a,tom1l2b	LOC106552139	tom1l2a,tom1l2b	TOM1L2	TOM1L2	tom1l2	TOM1L2	Tom1l2	TOM1L2	TOM1L2	TOM1L2	TOM1L2	TOM1L2	TOM1L2	TOM1L2	Tom1l2	TOM1L2	TOM1L2	TOM1L2	TOM1L2	TOM1L2	TOM1L2	LOC105010258,tom1l2	tom1l2a,tom1l2b	LOC139299952,tom1l2	TOM1L2	TOM1L2	ENSOSUG00000006520	TOM1L2	TOM1L2	TOM1L2	TOM1L2	TOM1L2	tom1l2b	TOM1L2	TOM1L2	TOM1L2	Tom1l2	ENSANIG00000017688	LOC102698647	TOM1L2	TOM1L2	LOC122966147,tom1l2	TOM1L2	tom1l2	TOM1L2	LOC124396715,tom1l2	tom1l2	TOM1L2	LOC100535615,tom1l2
GPR37L1	LOC108708142,gpr37l1.S	GPR37L1	gpr37l1a,gpr37l1b	GPR37L1	gpr37l1b	GPR37L1	GPR37L1	Gpr37l1	Gpr37l1	GPR37L1	GPR37L1	GPR37L1	LOC140393859	GPR37L1	gpr37l1a,gpr37l1b	GPR37L1	ENSFTIG00000015021	GPR37L1	GPR37L1	GPR37L1	GPR37L1	ENSBOBG00000002301	GPR37L1	GPR37L1	LOC115782682,gpr37l1a	GPR37L1	gpr37l1a,gpr37l1b	GPR37L1	GPR37L1	gpr37l1	GPR37L1	Gpr37l1	GPR37L1	GPR37L1	GPR37L1	GPR37L1	GPR37L1	GPR37L1	GPR37L1	Gpr37l1	GPR37L1	GPR37L1	GPR37L1	GPR37L1	GPR37L1	GPR37L1	gpr37l1a,gpr37l1b	gpr37l1a,gpr37l1b	gpr37l1a,gpr37l1b	GPR37L1	GPR37L1	ENSOSUG00000002667	GPR37L1	GPR37L1	GPR37L1	GPR37L1	GPR37L1	LOC140717153	GPR37L1	GPR37L1	GPR37L1	Gpr37l1	ENSANIG00000018041	LOC102696894	GPR37L1	GPR37L1	gpr37l1a,gpr37l1b	GPR37L1	gpr37l1	GPR37L1	gpr37l1a,gpr37l1b	LOC125462773	GPR37L1	gpr37l1a,gpr37l1b
UBN2	LOC108714465,ubn2.S	UBN2	LOC135243823,ubn2a	UBN2	LOC140489201	UBN2	UBN2	Ubn2	Ubn2	UBN2	UBN2	UBN2	LOC140403851	UBN2	ubn2a,ubn2b	UBN2	ENSFTIG00000006753	UBN2	UBN2	UBN2	UBN2	ENSBOBG00000012625	UBN2	UBN2	LOC115784312,ubn2a	UBN2	LOC115575612,LOC115583555	UBN2	UBN2	ubn2	UBN2	Ubn2	UBN2	UBN2	UBN2	UBN2	UBN2	UBN2	UBN2	Ubn2	UBN2	UBN2	UBN2	UBN2	UBN2	UBN2	LOC105012285,ubn2b	ubn2a,ubn2b	LOC139298643,LOC139300200	UBN2	UBN2	ENSOSUG00000013517	UBN2	UBN2	UBN2	UBN2	UBN2	LOC140719318	UBN2	UBN2	UBN2	Ubn2	ENSANIG00000013031	ubn2a	UBN2	UBN2	ubn2a,ubn2b	UBN2	ubn2	UBN2	ubn2a,ubn2b	LOC125446965	UBN2	ubn2a,ubn2b
CRK	crk.L,crk.S	CRK	crk	CRK	crk	CRK	CRK	Crk	Crk	CRK	CRK	CRK	crk	CRK	LOC115546834,crk	CRK	ENSFTIG00000008644	CRK	CRK	CRK	CRK	ENSBOBG00000005431	CRK	CRK	LOC115792051,crk	CRK	LOC115593448,crk	CRK	CRK	crk	CRK	Crk	CRK	CRK	CRK	CRK	CRK	CRK	CRK	Crk	CRK	CRK	CRK	CRK	CRK	CRK	LOC105005921,crk	LOC142882110,crk	LOC139295628,crk	CRK	CRK	ENSOSUG00000006275	CRK	CRK	CRK	CRK	CRK	crk	CRK	CRK	CRK	Crk	ENSANIG00000011144	crk	CRK	CRK	LOC122995918,crk	CRK	crk	CRK	LOC124379546,crk	crk	CRK	crk
SH3GLB1	sh3glb1.L,sh3glb1.S	SH3GLB1	sh3glb1a,sh3glb1b	SH3GLB1	LOC140480099	SH3GLB1	SH3GLB1	Sh3glb1	Sh3glb1	SH3GLB1	SH3GLB1	SH3GLB1	LOC140426091	SH3GLB1	LOC115544369,sh3glb1a	SH3GLB1	ENSFTIG00000015069	SH3GLB1	SH3GLB1	SH3GLB1	SH3GLB1	ENSBOBG00000004379	SH3GLB1	SH3GLB1	LOC115772707,sh3glb1a	SH3GLB1	LOC115566010,sh3glb1a	SH3GLB1	SH3GLB1	sh3glb1	SH3GLB1	Sh3glb1	SH3GLB1	SH3GLB1	SH3GLB1	SH3GLB1	SH3GLB1	SH3GLB1	SH3GLB1	Sh3glb1	SH3GLB1	SH3GLB1	SH3GLB1	SH3GLB1	SH3GLB1	SH3GLB1	LOC105019802,sh3glb1a	LOC142883061,sh3glb1a	LOC139297930,sh3glb1a	SH3GLB1	SH3GLB1	ENSOSUG00000009281	SH3GLB1	SH3GLB1	SH3GLB1	SH3GLB1	SH3GLB1	LOC140736735	SH3GLB1	SH3GLB1	SH3GLB1	Sh3glb1	ENSANIG00000009206	LOC102690214	SH3GLB1	SH3GLB1	LOC122998163,sh3glb1a	SH3GLB1	sh3glb1	SH3GLB1	sh3glb1a,sh3glb1b	LOC125456304	SH3GLB1	sh3glb1a,sh3glb1b
XKR6	xkr6.S	XKR6	LOC135252502,xkr6b	LOC138452571	LOC140453706	XKR6	XKR6	Xkr6	Xkr6	XKR6	XKR6	XKR6	LOC140410664	XKR6	xkr6a,xkr6b	XKR6	ENSFTIG00000012893	XKR6	XKR6	XKR6	LOC486082	ENSBOBG00000008913	XKR6	XKR6	xkr6a,xkr6b	XKR6	xkr6a,xkr6b	XKR6	XKR6	xkr6	XKR6	Xkr6	XKR6	XKR6	XKR6	XKR6	XKR6	XKR6	XKR6	Xkr6	XKR6	XKR6	XKR6	XKR6	XKR6	XKR6	LOC105005606,xkr6b	LOC142881622,xkr6b	xkr6a,xkr6b	XKR6	XKR6	ENSOSUG00000009441	XKR6	XKR6	XKR6	XKR6	XKR6	xkr6b	XKR6	XKR6	XKR6	Xkr6	ENSANIG00000011508	xkr6b	XKR6	XKR6	xkr6a,xkr6b	XKR6	xkr6	XKR6	xkr6a,xkr6b	LOC125452426	XKR6	xkr6a,xkr6b
