OrthoSymbol	atlanticHagfish	fareasternBrookLamprey	seaLamprey
OG0004341	ADAT2	ADAT2	ADAT2
OG0004342	ADAT3	ADAT3	ADAT3
OG0004343	ADCK1	LOC133352567	ADCK1
OG0004344	ADCY3	ADCY3	ADCY3
OG0004345	ADCY5	LOC133349742	ADCY5
OG0004346	ADCY8	ADCY8	ADCY8
OG0004347	ADCY9	ADCY9	ADCY9
OG0004348	ADD1	ADD1	ADD1
OG0004349	ADGRD2	LOC133341753	ADGRD2
OG0004350	ADH5	ADH5	ADH5
OG0004351	ADHFE1	ADHFE1	ADHFE1
OG0004352	ADISSP	ADISSP	ADISSP
OG0004353	ADM2	LOC133350251	LOC103091706
OG0004354	ADO	ADO	ADO
OG0004355	ADPGK	ADPGK	ADPGK
OG0004356	ADPRH	ADPRH	ADPRH
OG0004357	ADPRS	ADPRS	ADPRS
OG0004358	ADRM1	ADRM1	ADRM1
OG0004359	ADSL	ADSL	ADSL
OG0004360	AFAP1	LOC133343438	LOC116940597
OG0004361	AFG1L	AFG1L	AFG1L
OG0004362	AFG3L2	AFG3L2	AFG3L2
OG0004363	AFMID	AFMID	AFMID
OG0004364	AFTPH	AFTPH	AFTPH
OG0004365	AGBL3	LOC133350450	LOC116940061
OG0004366	AGER	LOC133342018	LOC103091683
OG0004367	AGGF1	AGGF1	AGGF1
OG0004368	AGL	AGL	AGL
OG0004369	AGMAT	AGMAT	AGMAT
OG0004370	AGMO	AGMO	AGMO
OG0004371	AGPAT3	AGPAT3	AGPAT3
OG0004372	AGPS	AGPS	AGPS
OG0004373	AGRN	LOC133352504	LOC116950497
OG0004374	AGTPBP1	AGTPBP1	AGTPBP1
OG0004375	AGXT	AGXT	AGXT
OG0004376	AHCY	AHCY	AHCY
OG0004377	AHSA1	LOC133341362	LOC116947796
OG0004378	AIDA	AIDA	AIDA
OG0004379	AIFM1	AIFM1	AIFM1
OG0004380	AIMP2	AIMP2	AIMP2
OG0004381	AJM1	AJM1	AJM1
OG0004382	AK2	AK2	AK2
OG0004383	AK6	AK6	AK6
OG0004384	AKAP1	AKAP1	AKAP1
OG0004385	AKIRIN2	AKIRIN2	AKIRIN2
OG0004386	AKR1A1	AKR1A1	LOC116948962
OG0004387	AKTIP	AKTIP	AKTIP
OG0004388	ALAD	ALAD	ALAD
OG0004389	ALAS1	LOC133342678	LOC116949309
OG0004390	ALDH4A1	ALDH4A1	ALDH4A1
OG0004391	ALDH7A1	ALDH7A1	ALDH7A1
OG0004392	ALDH8A1	ALDH8A1	ALDH8A1
OG0004393	ALDH9A1	ALDH9A1	ALDH9A1
OG0004394	ALG1	ALG1	ALG1
OG0004396	ALG12	ALG12	ALG12
OG0004397	ALG14	ALG14	ALG14
OG0004399	ALG3	ALG3	ALG3
OG0004400	ALG5	ALG5	ALG5
OG0004401	ALG6	ALG6	ALG6
OG0004402	ALG8	ALG8	ALG8
OG0004403	ALG9	ALG9	ALG9
OG0004404	ALKBH1	ALKBH1	ALKBH1
OG0004405	ALKBH4	ALKBH4	ALKBH4
OG0004406	ALKBH5	ALKBH5	ALKBH5
OG0004407	ALKBH6	ALKBH6	ALKBH6
OG0004408	ALKBH8	ALKBH8	ALKBH8
OG0004409	ALOX5	LOC133341923	ALOX5
OG0004410	ALS2	LOC133347936	LOC116943801
OG0004411	AMBRA1	LOC133350204	AMBRA1
OG0004412	AMD1	LOC133360855	AMD1
OG0004413	AMDHD1	AMDHD1	AMDHD1
OG0004414	AMDHD2	AMDHD2	AMDHD2
OG0004415	AMFR	AMFR	AMFR
OG0004416	AMPD2	AMPD2	LOC116942254
OG0004417	ANAPC15	ANAPC15	LOC116948489
OG0004418	ANAPC4	ANAPC4	ANAPC4
OG0004419	ANAPC7	ANAPC7	ANAPC7
OG0004420	ANKEF1	ANKEF1	ANKEF1
OG0004421	ANKFN1	LOC133353469	LOC116946270
OG0004422	ANKH	ANKH	ANKH
OG0004423	ANKIB1	ANKIB1	ANKIB1
OG0004424	ANKLE1	LOC133343252	LOC116940400
OG0004425	ANKMY2	ANKMY2	ANKMY2
OG0004426	ANKRD13C	LOC133351856	LOC116948859
OG0004427	ANKRD27	ANKRD27	ANKRD27
OG0004428	ANKS3	ANKS3	ANKS3
OG0004429	ANKZF1	ANKZF1	ANKZF1
OG0004430	ANLN	LOC133340467	LOC116945926
OG0004431	ANO10	ANO10	ANO10
OG0004432	ANO8	LOC133346972	LOC116939346
OG0004433	ANPEP	LOC133343841	LOC116942136
OG0004434	ANTXR1	LOC133354322	LOC116951016
OG0004435	ANXA13	LOC133353349	LOC116945206
OG0004436	ANXA7	LOC133354405	LOC116950899
OG0004437	AP1G1	AP1G1	AP1G1
OG0004438	AP2S1	AP2S1	AP2S1
OG0004439	AP3B2	LOC133355054	AP3B2
OG0004440	AP4B1	AP4B1	AP4B1
OG0004441	AP5S1	AP5S1	AP5S1
OG0004442	APAF1	APAF1	APAF1
OG0004443	APBB1	APBB1	APBB1
OG0004444	APC	LOC133355049	APC2
OG0004445	APEH	APEH	APEH
OG0004446	APEX2	APEX2	APEX2
OG0004447	API5	API5	API5
OG0004448	APLF	APLF	APLF
OG0004449	APMAP	APMAP	APMAP
OG0004450	APPBP2	APPBP2	APPBP2
OG0004451	APPL1	APPL1	APPL1
OG0004452	AQR	AQR	AQR
OG0004453	ARAP1	ARAP1	LOC116942934
OG0004454	AREL1	AREL1	AREL1
OG0004455	ARFGAP2	ARFGAP2	ARFGAP2
OG0004456	ARFGEF3	ARFGEF3	ARFGEF3
OG0004457	ARG2	LOC133347100	LOC116939460
OG0004458	ARHGAP19	ARHGAP19	ARHGAP19
OG0004459	ARHGAP21	ARHGAP21	ARHGAP21
OG0004460	ARHGAP22	LOC133350570	LOC116940310
OG0004461	ARHGAP8	ARHGAP8	LOC116940021
OG0004462	ARHGEF17	LOC133350007	ARHGEF17
OG0004463	ARHGEF26	LOC133351173	ARHGEF26
OG0004464	ARHGEF3	ARHGEF3	ARHGEF3
OG0004465	ARHGEF39	ARHGEF39	ARHGEF39
OG0004466	ARID2	ARID2	ARID2
OG0004467	ARID3A	ARID3A	LOC116954947
OG0004468	ARID4A	ARID4A	ARID4A
OG0004469	ARL3	ARL3	ARL3
OG0004470	ARL6IP1	ARL6IP1	LOC116946172
OG0004472	ARL6IP6	ARL6IP6	ARL6IP6
OG0004473	ARMC2	ARMC2	ARMC2
OG0004474	ARMC7	ARMC7	ARMC7
OG0004475	ARMC9	ARMC9	ARMC9
OG0004476	ARMH3	ARMH3	ARMH3
OG0004477	ARMH4	ARMH4	ARMH4
OG0004478	ARMT1	ARMT1	DCPH1
OG0004479	ARPC2	ARPC2	ARPC2
OG0004480	ARPC3	ARPC3	ARPC3
OG0004481	ARPC5	LOC133361239	LOC116957466
OG0004482	ARPIN	ARPIN	ARPIN
OG0004483	ARRDC3	LOC133354074	ARRDC3
OG0004484	ARSG	LOC133358807	ARSG
OG0004485	ARV1	ARV1	ARV1
OG0004486	ARX	ARX	LOC116952453
OG0004487	ASAH1	ASAH1	ASAH1
OG0004488	ASAP2	LOC133353073	LOC116946641
OG0004489	ASB13	ASB13	ASB13
OG0004490	ASB3	LOC133359595	ASB3
OG0004491	ASCC2	ASCC2	ASCC2
OG0004492	ASCC3	ASCC3	ASCC3
OG0004493	ASH2L	LOC133348836	LOC116950073
OG0004494	ASL	ASL	ASL
OG0004495	ASPA	LOC133348934	LOC116950140
OG0004496	ASPDH	ASPDH	ASPDH
OG0004497	ASPG	ASPG	ASPG
OG0004498	ASRGL1	LOC133340792	ASRGL1
OG0004499	ASTE1	LOC133357828	ASTE1
OG0004500	ATE1	ATE1	ATE1
OG0004501	ATF3	LOC133360628	LOC116947210
OG0004502	ATG13	ATG13	ATG13
OG0004504	ATG7	ATG7	ATG7
OG0004505	ATL2	LOC133347354	LOC116939704
OG0004506	ATOH8	ATOH8	ATOH8
OG0004507	ATOSA	ATOSA	ATOSA
OG0004509	ATP13A3	LOC133348565	LOC116939014
OG0004510	ATP1B3	LOC133353872	LOC116952527
OG0004511	ATP5F1B	ATP5F1B	ATP5F1B
OG0004512	ATP5F1C	ATP5F1C	ATP5F1C
OG0004513	ATP5F1D	ATP5F1D	ATP5F1D
OG0004515	ATP5IF1	ATP5IF1	ATP5IF1
OG0004516	ATP5MF	LOC133346004	LOC116949558
OG0004517	ATP5MK	ATP5MK	LOC116940575
OG0004518	ATP5PB	ATP5PB	ATP5PB
OG0004519	ATP5PD	ATP5PD	ATP5PD
OG0004520	ATP6	ATP6	ATP6
OG0004521	ATP6AP1	ATP6AP1	ATP6AP1
OG0004522	ATP6AP2	ATP6AP2	ATP6AP2
OG0004523	ATP6V0C	ATP6V0C	ATP6V0C
OG0004524	ATP6V0D1	LOC133354814	LOC116952180
OG0004525	ATP6V0E1	ATP6V0E1	ATP6V0E1
OG0004526	ATP6V1A	ATP6V1A	ATP6V1A
OG0004527	ATP6V1B2	LOC133343416	LOC116940570
OG0004528	ATP6V1C1	ATP6V1C1	ATP6V1C1
OG0004529	ATP6V1D	ATP6V1D	ATP6V1D
OG0004530	ATP6V1F	ATP6V1F	ATP6V1F
OG0004531	ATP6V1H	ATP6V1H	ATP6V1H
OG0004532	ATP7B	LOC133357664	LOC116955762
OG0004533	ATP8B2	LOC133343890	LOC116942209
OG0004534	ATPAF1	ATPAF1	ATPAF1
OG0004535	ATPAF2	ATPAF2	ATPAF2
OG0004536	ATR	LOC133343889	ATR
OG0004537	AUH	LOC133346508	LOC116943746
OG0004538	AUP1	AUP1	AUP1
OG0004539	AUTS2	LOC133348768	AUTS2
OG0004540	AVL9	LOC133345910	LOC116938748
OG0004541	B3GALNT2	B3GALNT2	B3GALNT2
OG0004542	B3GAT2	LOC133349231	LOC116942659
OG0004543	B3GAT3	B3GAT3	B3GAT3
OG0004544	B3GLCT	B3GLCT	B3GLCT
OG0004545	B3GNT2	B3GNT2	LOC116939495
OG0004546	B3GNTL1	B3GNTL1	QTGAL
OG0004548	B4GAT1	B4GAT1	B4GAT1
OG0004549	B9D1	B9D1	B9D1
OG0004551	BAHD1	LOC133356270	LOC116953916
OG0004552	BAIAP2	BAIAP2	LOC116956533
OG0004553	BANF1	BANF1	BANF1
OG0004554	BAP1	BAP1	BAP1
OG0004555	BARD1	BARD1	BARD1
OG0004556	BAX	BAX	BAX
OG0004557	BAZ2B	BAZ2B	BAZ2B
OG0004558	BBOF1	BBOF1	BBOF1
OG0004559	BBS1	BBS1	BBS1
OG0004560	BBS4	BBS4	BBS4
OG0004561	BBS5	LOC133340620	LOC116951410
OG0004562	BBS7	BBS7	BBS7
OG0004563	BBS9	BBS9	BBS9
OG0004564	BCAP31	BCAP31	BCAP31
OG0004565	BCAS2	BCAS2	BCAS2
OG0004566	BCAS3	BCAS3	BCAS3
OG0004568	BCKDHB	BCKDHB	BCKDHB
OG0004569	BCL10	BCL10	BCL10
OG0004570	BCL11A	BCL11A	BCL11A
OG0004571	BCS1L	LOC133346020	BCS1L
OG0004572	BEAN1	LOC133354834	LOC116952066
OG0004573	BECN1	BECN1	BECN1
OG0004574	BET1	BET1	BET1
OG0004575	BET1L	BET1L	BET1L
OG0004576	BFAR	BFAR	BFAR
OG0004577	BICDL1	BICDL1	BICDL1
OG0004578	BIN3	BIN3	BIN3
OG0004579	BIRC6	BIRC6	BIRC6
OG0004580	BLCAP	BLCAP	BLCAP
OG0004581	BLM	LOC133341280	BLM
OG0004582	BLOC1S1	BLOC1S1	BLOC1S1
OG0004583	BLOC1S3	BLOC1S3	BLOC1S3
OG0004584	BLOC1S5	BLOC1S5	BLOC1S5
OG0004585	BLTP1	BLTP1	BLTP1
OG0004586	BLTP3B	LOC133350449	LOC116940069
OG0004587	BLVRA	BLVRA	BLVRA
OG0004588	BLVRB	LOC133342846	LOC116942808
OG0004589	BMAL1	BMAL1	BMAL1
OG0004590	BMP7	LOC133344161	LOC116941683
OG0004591	BMPER	BMPER	BMPER
OG0004592	BMPR2	LOC133345921	BMPR2
OG0004593	BOK	BOK	BOK
OG0004594	BOLA1	BOLA1	BOLA1
OG0004595	BORA	BORA	BORA
OG0004596	BORCS5	BORCS5	BORCS5
OG0004597	BORCS6	BORCS6	LOC116944067
OG0004598	BORCS8	BORCS8	BORCS8
OG0004599	BPNT1	LOC133347211	BPNT1
OG0004600	BPNT2	BPNT2	BPNT2
OG0004601	BPTF	BPTF	BPTF
OG0004602	BRCA2	BRCA2	BRCA2
OG0004603	BRD1	LOC133351797	LOC116947577
OG0004604	BRD8	BRD8	BRD8
OG0004605	BRF1	BRF1	BRF1
OG0004606	BSCL2	BSCL2	BSCL2
OG0004607	BTAF1	BTAF1	BTAF1
OG0004608	BTBD10	BTBD10	BTBD10
OG0004609	BTBD17	BTBD17	BTBD17
OG0004610	BTBD9	BTBD9	BTBD9
OG0004611	BUB3	BUB3	BUB3
OG0004612	BUD31	BUD31	BUD31
OG0004613	BYSL	BYSL	BYSL
OG0004614	C10H19orf47	C25H19orf47	C6H19orf47
OG0004615	C10H5orf22	C49H5orf22	C45H5orf22
OG0004616	C10H8orf82	C9H8orf82	C25H8orf82
OG0004617	C12H10orf88	C8H10orf88	C29H10orf88
OG0004618	C12H1orf198	C8H1orf198	C29H1orf198
OG0004619	C13H9orf78	C67H9orf78	C59H9orf78
OG0004620	C14H11orf65	C6H11orf65	C49H11orf65
OG0004621	C14H2orf49	C23H2orf49	C4H2orf49
OG0004622	C1GALT1	LOC133357557	LOC116943885
OG0004623	C1H16orf89	C26H16orf89	C3H16orf89
OG0004624	C1QBP	C1QBP	C1QBP
OG0004625	C1QTNF1	LOC133353515	LOC116946231
OG0004626	C1QTNF3	LOC133343768	C1QTNF3
OG0004627	C2CD3	C2CD3	C2CD3
OG0004628	C2CD5	C2CD5	C2CD5
OG0004629	C2H15orf40	C69H15orf40	C79H15orf40
OG0004630	C2H15orf61	C24H15orf61	C1H15orf61
OG0004631	C2H2orf81	C17H2orf81	C9H2orf81
OG0004632	C2H8orf76	C42H8orf76	C27H8orf76
OG0004633	C3H2orf42	C22H2orf42	C11H2orf42
OG0004634	C4H10orf105	C47H10orf105	C41H10orf105
OG0004635	C4H12orf57	C9H12orf57	C25H12orf57
OG0004636	C4H4orf46	C16H4orf46	C16H4orf46
OG0004637	C4H6orf89	LOC133351056	LOC116947048
OG0004638	C5H17orf75	C3H17orf75	C37H17orf75
OG0004639	C5H6orf120	C10H6orf120	C43H6orf120
OG0004640	C6H1orf43	C50H1orf43	LTAP1
OG0004641	C7H2orf69	C47H2orf69	C41H2orf69
OG0004642	C7H2orf76	C23H2orf76	C4H2orf76
OG0004643	C7HXorf38	C31HXorf38	C34HXorf38
OG0004644	C9H15orf48	C1H15orf48	LOC142905710
OG0004645	C9H16orf87	C52H16orf87	C54H16orf87
OG0004646	C9H1orf35	C20H1orf35	C10H1orf35
OG0004647	C9H7orf25	C32H7orf25	C18H7orf25
OG0004648	C9H8orf33	C44H8orf33	C26H8orf33
OG0004649	C9orf72	C9orf72	C9orf72
OG0004650	CAAP1	CAAP1	CAAP1
OG0004651	CACHD1	CACHD1	CACHD1
OG0004652	CACNA2D2	LOC133342630	LOC116949362
OG0004653	CACNG1	CACNG1	CACNG1
OG0004654	CACTIN	LOC133346544	CACTIN
OG0004655	CACYBP	CACYBP	CACYBP
OG0004656	CAD	LOC133347615	CAD
OG0004657	CAMK2N2	LOC133351142	LOC116946893
OG0004658	CAPN15	CAPN15	CAPN15
OG0004659	CAPN3	LOC133342411	LOC116943170
OG0004660	CAPRIN2	LOC133350260	CAPRIN2
OG0004661	CARD11	CARD11	CARD11
OG0004662	CARHSP1	LOC133353639	CARHSP1
OG0004663	CARS1	CARS1	CARS1
OG0004664	CARS2	CARS2	CARS2
OG0004665	CARTPT	CARTPT	CARTPT
OG0004667	CASP6	CASP6	CASP6
OG0004668	CASP9	CASP9	CASP9
OG0004669	CASR	LOC133353389	LOC116953056
OG0004670	CAT	CAT	CAT
OG0004671	CATIP	CATIP	CATIP
OG0004672	CBARP	CBARP	CBARP
OG0004674	CC2D2A	CC2D2A	CC2D2A
OG0004675	CCAR1	CCAR1	CCAR1
OG0004676	CCDC103	CCDC103	DNAAF19
OG0004677	CCDC12	CCDC12	CCDC12
OG0004678	CCDC122	LOC133357328	CCDC122
OG0004679	CCDC124	CCDC124	CCDC124
OG0004680	CCDC138	CCDC138	CCDC138
OG0004681	CCDC14	LOC133349763	LOC116948601
OG0004682	CCDC174	CCDC174	CCDC174
OG0004683	CCDC177	CCDC177	CCDC177
OG0004684	CCDC25	CCDC25	CCDC25
OG0004685	CCDC28A	LOC133356947	LOC116955543
OG0004686	CCDC32	CCDC32	CCDC32
OG0004687	CCDC40	CCDC40	CCDC40
OG0004688	CCDC43	CCDC43	CCDC43
OG0004689	CCDC59	CCDC59	CCDC59
OG0004690	CCDC6	CCDC6	CCDC6
OG0004691	CCDC61	CCDC61	CCDC61
OG0004692	CCDC66	CCDC66	CCDC66
OG0004693	CCDC77	CCDC77	CCDC77
OG0004694	CCDC91	LOC133350282	CCDC91
OG0004695	CCDC92	CCDC92	CCDC92
OG0004696	CCDC93	CCDC93	CCDC93
OG0004697	CCDC97	CCDC97	CCDC97
OG0004698	CCM2	LOC133347593	LOC116958470
OG0004699	CCN2	CCN2	CCN2
OG0004700	CCNA2	CCNA2	LOC116942917
OG0004701	CCNC	CCNC	CCNC
OG0004702	CCNDBP1	CCNDBP1	CCNDBP1
OG0004703	CCNE1	LOC133358072	LOC116955970
OG0004704	CCNH	CCNH	CCNH
OG0004705	CCNK	CCNK	CCNK
OG0004706	CCNQ	CCNQ	CCNQ
OG0004707	CCP110	CCP110	CCP110
OG0004708	CCT2	CCT2	CCT2
OG0004709	CCT5	CCT5	CCT5
OG0004710	CCT8	CCT8	CCT8
OG0004711	CD36	CD36	CD36
OG0004712	CDA	CDA	CDA
OG0004713	CDC123	CDC123	CDC123
OG0004715	CDC23	CDC23	CDC23
OG0004716	CDC27	CDC27	CDC27
OG0004718	CDC42	CDC42	CDC42
OG0004719	CDC42SE2	LOC133354086	LOC116950589
OG0004721	CDC5L	CDC5L	CDC5L
OG0004722	CDC73	CDC73	CDC73
OG0004723	CDCA7	CDCA7	CDCA7
OG0004724	CDH15	CDH15	LOC116945729
OG0004725	CDH23	LOC133350498	CDH23
OG0004726	CDHR1	LOC133350534	LOC116940343
OG0004727	CDIN1	CDIN1	CDIN1
OG0004728	CDK20	CDK20	CDK20
OG0004729	CDK5RAP1	CDK5RAP1	CDK5RAP1
OG0004730	CDK9	CDK9	CDK9
OG0004731	CDKAL1	CDKAL1	CDKAL1
OG0004732	CDO1	CDO1	CDO1
OG0004733	CDR2	LOC133358699	CDR2L
OG0004734	CDT1	CDT1	CDT1
OG0004735	CEBPG	LOC133340429	LOC116945971
OG0004736	CEBPZ	CEBPZ	CEBPZ
OG0004737	CEBPZOS	CEBPZOS	CEBPZOS
OG0004738	CECR2	LOC133350445	CECR2
OG0004739	CELSR2	LOC133351737	CELSR2
OG0004740	CEMIP	LOC133343654	LOC116942085
OG0004741	CENATAC	CENATAC	CENATAC
OG0004742	CENPJ	LOC133354534	LOC116952968
OG0004743	CENPK	CENPK	CENPK
OG0004744	CENPM	CENPM	CENPM
OG0004745	CENPN	CENPN	CENPN
OG0004746	CENPP	CENPP	CENPP
OG0004747	CEP120	CEP120	CEP120
OG0004748	CEP152	LOC133346778	CEP152
OG0004749	CEP162	CEP162	CEP162
OG0004750	CEP164	CEP164	CEP164
OG0004751	CEP295	CEP295	LOC116952619
OG0004752	CEP43	CEP43	CEP43
OG0004753	CEP55	CEP55	CEP55
OG0004754	CEP76	CEP76	CEP76
OG0004755	CEP97	CEP97	CEP97
OG0004756	CERKL	CERKL	CERKL
OG0004757	CERS2	CERS2	CERS2
OG0004758	CFAP251	CFAP251	CFAP251
OG0004759	CFAP298	CFAP298	CFAP298
OG0004760	CFAP52	CFAP52	CFAP52
OG0004761	CFAP58	CFAP58	CFAP58
OG0004762	CFAP61	CFAP61	CFAP61
OG0004763	CFAP65	CFAP65	CFAP65
OG0004764	CFAP70	CFAP70	CFAP70
OG0004765	CFAP91	CFAP91	CFAP91
OG0004766	CFAP97	LOC133357762	LOC142906036
OG0004767	CHAC2	CHAC2	CHAC2
OG0004769	CHCHD4	CHCHD4	CHCHD4
OG0004770	CHCHD5	CHCHD5	CHCHD5
OG0004771	CHDH	CHDH	CHDH
OG0004772	CHID1	CHID1	CHID1
OG0004773	CHMP1A	CHMP1A	CHMP1A
OG0004774	CHMP2A	LOC133343773	CHMP2A
OG0004775	CHPF2	CHPF2	LOC116947393
OG0004776	CHPT1	LOC133360266	LOC116956389
OG0004777	CHRAC1	CHRAC1	CHRAC1
OG0004778	CHST10	CHST10	CHST10
OG0004779	CHST12	CHST12	CHST12
OG0004780	CHST15	CHST15	CHST15
OG0004781	CHSY1	CHSY1	CHSY1
OG0004782	CHURC1	CHURC1	LOC116957902
OG0004783	CIAO1	CIAO1	CIAO1
OG0004784	CIAO2B	CIAO2B	CIAO2B
OG0004785	CIAO3	CIAO3	CIAO3
OG0004786	CIART	CIART	CIART
OG0004787	CIB1	CIB1	CIB1
OG0004788	CIC	LOC133342125	CIC
OG0004789	CILP	LOC133343837	LOC116941910
OG0004790	CIROP	CIROP	CIROP
OG0004791	CISD3	CISD3	CISD3
OG0004792	CLCN7	CLCN7	CLCN7
OG0004793	CLEC16A	CLEC16A	CLEC16A
OG0004794	CLIP1	LOC133348348	LOC116939200
OG0004795	CLN5	LOC133349961	LOC116943473
OG0004796	CLPP	CLPP	CLPP
OG0004797	CLPTM1L	CLPTM1L	CLPTM1L
OG0004798	CLPX	CLPX	CLPX
OG0004799	CLSPN	CLSPN	CLSPN
OG0004800	CMAS	CMAS	CMAS
OG0004801	CMPK1	CMPK1	CMPK1
OG0004802	CMSS1	CMSS1	CMSS1
OG0004803	CMTM8	LOC133354908	LOC116952083
OG0004804	CMTR1	CMTR1	CMTR1
OG0004805	CMTR2	CMTR2	CMTR2
OG0004806	CNIH4	CNIH4	CNIH4
OG0004807	CNOT10	CNOT10	CNOT10
OG0004808	CNOT11	CNOT11	CNOT11
OG0004809	CNOT2	CNOT2	CNOT2
OG0004810	CNOT9	CNOT9	CNOT9
OG0004811	CNP	CNP	CNP
OG0004812	CNPPD1	CNPPD1	CNPPD1
OG0004813	CNRIP1	CNRIP1	CNRIP1
OG0004814	CNST	CNST	CNST
OG0004815	CNTD1	LOC133357057	CNTD1
OG0004816	CNTLN	LOC133354222	CNTLN
OG0004817	COA1	LOC133345831	COA1
OG0004818	COA4	LOC133357143	COA4
OG0004819	COA5	LOC133349991	COA5
OG0004820	COA6	LOC133341275	COA6
OG0004821	COASY	COASY	COASY
OG0004822	COG1	COG1	COG1
OG0004823	COG2	COG2	COG2
OG0004824	COG3	COG3	COG3
OG0004825	COG7	COG7	COG7
OG0004826	COG8	COG8	COG8
OG0004827	COIL	COIL	LOC116949732
OG0004828	COL17A1	COL17A1	COL17A1
OG0004829	COL6A1	LOC133344521	COL6A1
OG0004830	COL6A2	COL6A2	COL6A2
OG0004831	COMMD10	COMMD10	COMMD10
OG0004832	COMMD3	COMMD3	COMMD3
OG0004833	COMMD5	COMMD5	COMMD5
OG0004834	COMMD6	COMMD6	COMMD6
OG0004835	COMMD8	COMMD8	COMMD8
OG0004836	COMMD9	COMMD9	COMMD9
OG0004837	COP1	COP1	LOC116944868
OG0004838	COPA	COPA	COPA
OG0004839	COPB1	COPB1	COPB1
OG0004840	COPB2	COPB2	COPB2
OG0004841	COPE	COPE	COPE
OG0004842	COPS2	COPS2	COPS2
OG0004843	COPS3	COPS3	COPS3
OG0004844	COPS4	COPS4	COPS4
OG0004845	COPS5	COPS5	COPS5
OG0004846	COPS6	COPS6	COPS6
OG0004847	COPS8	COPS8	COPS8
OG0004848	COQ2	COQ2	COQ2
OG0004849	COQ7	COQ7	COQ7
OG0004850	COQ8B	LOC133347085	LOC116939447
OG0004851	CORO7	CORO7	CORO7
OG0004852	COX1	COX1	COX1
OG0004853	COX11	LOC133340634	COX11
OG0004854	COX14	LOC133358029	COX14
OG0004856	COX16	LOC133361049	COX16
OG0004857	COX18	LOC133358074	COX18
OG0004858	COX19	LOC133344818	COX19
OG0004859	COX2	COX2	COX2
OG0004860	COX3	COX3	COX3
OG0004861	COX5B	LOC133350639	COX5B
OG0004862	COX6C	LOC133353361	COX6C
OG0004863	CPE	CPE	CPE
OG0004864	CPLX1	LOC133343523	LOC116940697
OG0004865	CPLX4	CPLX4	LOC116953568
OG0004866	CPM	LOC133351600	CPM
OG0004867	CPNE9	LOC133342701	LOC116949290
OG0004868	CPPED1	CPPED1	CPPED1
OG0004869	CPSF1	CPSF1	CPSF1
OG0004870	CPSF2	CPSF2	CPSF2
OG0004872	CPSF6	LOC133347725	LOC116955776
OG0004873	CRBN	CRBN	CRBN
OG0004874	CREB3L1	CREB3L1	CREB3L1
OG0004875	CRIM1	LOC133352779	LOC116948447
OG0004876	CRIPT	CRIPT	CRIPT
OG0004877	CRLF3	LOC133340602	LOC116951507
OG0004878	CRLS1	CRLS1	CRLS1
OG0004879	CRNKL1	CRNKL1	CRNKL1
OG0004881	CROT	CROT	CROT
OG0004882	CRPPA	CRPPA	CRPPA
OG0004883	CRTAC1	CRTAC1	CRTAC1
OG0004884	CRTAP	CRTAP	LOC116945258
OG0004885	CRYM	CRYM	CRYM
OG0004886	CSE1L	CSE1L	CSE1L
OG0004887	CSPP1	LOC133353283	LOC116945213
OG0004888	CSTF1	CSTF1	CSTF1
OG0004889	CSTF3	CSTF3	CSTF3
OG0004890	CTC1	CTC1	CTC1
OG0004891	CTDNEP1	CTDNEP1	CTDNEP1
OG0004892	CTDP1	CTDP1	CTDP1
OG0004893	CTDSPL2	CTDSPL2	CTDSPL2
OG0004894	CTNNAL1	CTNNAL1	CTNNAL1
OG0004895	CTNNBL1	CTNNBL1	CTNNBL1
OG0004896	CTNS	CTNS	CTNS
OG0004897	CTSO	CTSO	CTSO
OG0004898	CUL2	CUL2	CUL2
OG0004899	CUL5	CUL5	CUL5
OG0004900	CUL9	LOC133347274	LOC116939769
OG0004901	CUNH1orf146	C3H1orf146	C37H1orf146
OG0004902	CUNH1orf50	C40H1orf50	C39H1orf50
OG0004903	CUNH4orf33	C16H4orf33	C16H4orf33
OG0004904	CWC15	CWC15	CWC15
OG0004905	CWC22	CWC22	CWC22
OG0004906	CWC25	CWC25	CWC25
OG0004907	CWF19L1	CWF19L1	CWF19L1
OG0004908	CWF19L2	CWF19L2	CWF19L2
OG0004909	CXCL12	LOC133350529	LOC116940348
OG0004910	CXXC1	LOC133351630	CXXC1
OG0004911	CYB561D2	LOC133355486	CYB561D2
OG0004912	CYB5D1	LOC133351051	CYB5D1
OG0004913	CYB5R4	LOC133352323	CYB5R4
OG0004914	CYC1	LOC133350904	CYC1
OG0004915	CYCS	LOC133355721	LOC116943881
OG0004916	CYP17A1	LOC133346921	LOC116939743
OG0004917	CYP1B1	LOC133347278	CYP1B1
OG0004918	CYP27A1	LOC133346016	CYP27A1
OG0004919	CYP51A1	LOC133345021	CYP51A1
OG0004920	CYP7A1	LOC133349197	LOC116942568
OG0004921	CYTB	CYTB	CYTB
OG0004922	CZIB	CZIB	CZIB
OG0004923	DAB1	LOC133346559	LOC116938836
OG0004924	DAD1	DAD1	DAD1
OG0004925	DAG1	DAG1	DAG1
OG0004926	DALRD3	DALRD3	DALRD3
OG0004927	DAO	DAO	DAO
OG0004928	DAP3	DAP3	DAP3
OG0004929	DAPK3	DAPK3	DAPK3
OG0004930	DARS1	DARS1	DARS1
OG0004931	DARS2	DARS2	DARS2
OG0004932	DAW1	LOC133357509	DAW1
OG0004933	DAZAP2	DAZAP2	DAZAP2
