OrthoSymbol	americanLobster	amphioxus	drosophila	flameJellyfish	octopus	scallop	vaseTunicate	waspSpider
OG0004443	LOC121853549	LOC136440788	Alr	LOC135691860	LOC106884309	LOC110453680	LOC100178035	LOC129971543
OG0004444	LOC121853559	LOC136431983	CG5877	LOC135694511	LOC106876672	LOC110447669	LOC100177099	LOC129981704
OG0004445	LOC121853581	LOC136428616	CG1116	LOC135687449	LOC106884396	LOC110445660	LOC100185231	LOC129969670
OG0004446	LOC121853599	LOC136435510	Syn	LOC135686850	LOC106879677	LOC110442041	syn	LOC129960003
OG0004447	LOC121853604	LOC136439222	Vps35	LOC135690626	LOC106874199	LOC110453607	LOC100180632	LOC129988036
OG0004448	LOC121853637	LOC136420436	CG2938	LOC135681389	LOC106868097	LOC110461094	LOC100177911	LOC129960581
OG0004449	LOC121853638	LOC136435261	GlnRS	LOC135692623	LOC106871445	LOC110465159	LOC100185430	LOC129969185
OG0004450	LOC121853668	LOC136439935	CG2246	LOC135692215	LOC106880436	LOC110442154	LOC100186347	LOC129989330
OG0004451	LOC121853670	LOC136423651	TM9SF2	LOC135684139	LOC106873103	LOC110465344	LOC100179723	LOC129960592
OG0004452	LOC121853675	LOC136445040	rictor	LOC135695009	LOC106881749	LOC110443579	LOC100186873	LOC129971385
OG0004453	LOC121853686	LOC136446003	nsl1	LOC135682155	LOC106881694	LOC110457198	LOC100183407	LOC129974860
OG0004454	LOC121853703	LOC136427202	AsnRS	LOC135687562	LOC106870144	LOC110467043	LOC100184396	LOC129961566
OG0004455	LOC121853731	LOC136423583	Argl	LOC135684185	LOC106874899	LOC110457718	LOC100182277	LOC129965806
OG0004456	LOC121853749	LOC136428649	Nedd4	LOC135687622	LOC106873354	LOC110454990	LOC100176211	LOC129968515
OG0004457	LOC121853756	LOC136446497	MED19	LOC135684019	LOC106879148	LOC110445842	LOC100177919	LOC129966059
OG0004458	LOC121853758	LOC136442531	Cog6	LOC135684829	LOC106883730	LOC110465173	LOC100183827	LOC129979278
OG0004459	LOC121853767	LOC136444492	CG11837	LOC135695188	LOC106876003	LOC110445954	LOC104266212	LOC129963417
OG0004460	LOC121853768	LOC136423708	stck	LOC135687290	LOC106884070	LOC110465242	LOC100184812	LOC129981106
OG0004461	LOC121853771	LOC136442762	NELF-B	LOC135693160	LOC106874562	LOC110455616	LOC100186426	LOC129981801
OG0004463	LOC121853795	LOC136422592	IntS6	LOC135684471	LOC106878899	LOC110443003	LOC100181708	LOC129957132
OG0004464	LOC121853802	LOC136446929	SCAP	LOC135682643	LOC106884402	LOC110465084	LOC100181007	LOC129961607
OG0004466	LOC121853833	LOC136446159	qless	LOC135682230	LOC106871948	LOC110456232	LOC100175803	LOC129976608
OG0004467	LOC121853860	LOC136433267	cni	LOC135691306	LOC106867914	LOC110467263	LOC100182169	LOC129984318
OG0004468	LOC121853863	LOC136444550	Sas-6	LOC135694961	LOC106874657	LOC110449119	LOC100182613	LOC129965824
OG0004469	LOC121853902	LOC136444783	CG10674	LOC135695141	LOC106872247	LOC110448591	LOC100183715	LOC129965965
OG0004470	LOC121853904	LOC136428450	betaggt-I	LOC135687399	LOC106869824	LOC110445586	LOC100186051	LOC129981829
OG0004471	LOC121853966	LOC136447661	PhKgamma	LOC135683993	LOC106871486	LOC110462867	LOC100182979	LOC129955539
OG0004472	LOC121853998	LOC136430834	CG12909	LOC135696008	LOC106879030	LOC110451727	LOC100178835	LOC129969530
OG0004473	LOC121854017	LOC136439361	Wdr59	LOC135691329	LOC106880661	LOC110453592	ci-zf_ring_-3	LOC129963222
OG0004474	LOC121854087	LOC136439726	Pdi	LOC135691572	LOC106880130	LOC110448570	LOC100182315	LOC129965507
OG0004475	LOC121854145	LOC136446933	Nmt	LOC135682253	LOC106875636	LOC110457073	LOC100181870	LOC129956930
OG0004476	LOC121854148	LOC136438960	Ge-1	LOC135691280	LOC106868485	LOC110454743	LOC100177860	LOC129960504
OG0004477	LOC121854159	LOC136427556	mei-41	LOC135694920	LOC106868981	LOC110456310	LOC100177614	LOC129960043
OG0004478	LOC121854165	LOC136439859	Tao	LOC135683024	LOC106875840	LOC110463999	LOC100185876	LOC129961595
OG0004479	LOC121854204	LOC136447203	thoc6	LOC135691703	LOC106881676	LOC110450651	LOC100181107	LOC129963943
OG0004482	LOC121854245	LOC136422556	CG7168	LOC135689999	LOC106874445	LOC110451402	LOC100175995	LOC129966652
OG0004484	LOC121854260	LOC136427771	Edc3	LOC135681091	LOC106883758	LOC110450979	LOC100179295	LOC129989190
OG0004485	LOC121854266	LOC136435353	Wdr82	LOC135686089	LOC106883877	LOC110462229	LOC100181112	LOC129965855
OG0004486	LOC121854274	LOC136428444	Stoml2	LOC135687405	LOC106878219	LOC110445650	LOC100186852	LOC129976362
OG0004487	LOC121854282	LOC136446638	Stt3B	LOC135682759	LOC106881117	LOC110460340	LOC100182725	LOC129960388
OG0004488	LOC121854294	LOC136427308	eIF3i	LOC135688769	LOC106870848	LOC110463304	LOC100177148	LOC129976513
OG0004489	LOC121854297	LOC136441845	mrn	LOC135695362	LOC106879324	LOC110452962	LOC100187369	LOC129972746
OG0004490	LOC121854319	LOC136424430	Dnali1	LOC135689633	LOC106875591	LOC110446417	LOC100182997	LOC129959306
OG0004491	LOC121854340	LOC136441734	CG11999	LOC135689442	LOC106876836	LOC110455827	LOC100186246	LOC129975762
OG0004492	LOC121854350	LOC136448843	Dlg5	LOC135689941	LOC106873835	LOC110462016	LOC100185197	LOC129981171
OG0004493	LOC121854352	LOC136439442	CG11030	LOC135691083	LOC106879868	LOC110467496	LOC100177904	LOC129973053
OG0004494	LOC121854370	LOC136436419	CG3558	LOC135686334	LOC106880831	LOC110444669	LOC100177430	LOC129975705
OG0004495	LOC121854378	LOC136437195	Arms	LOC135686571	LOC106867547	LOC110442761	LOC101242878	LOC129962683
OG0004496	LOC121854381	LOC136444410	CG3732	LOC135695069	LOC106870730	LOC110448877	zf_rbz	LOC129959009
OG0004497	LOC121854385	LOC136437272	CG2701	LOC135680920	LOC106871280	LOC110459487	LOC100177077	LOC129969208
OG0004499	LOC121854393	LOC136443362	Cpsf73	LOC135680816	LOC106876794	LOC110451365	LOC100184465	LOC129964125
OG0004500	LOC121854395	LOC136431182	htt	LOC135696378	LOC106883334	LOC110457176	htt	LOC129958136
OG0004501	LOC121854396	LOC136423017	ATP6AP2	LOC135684920	LOC106882696	LOC110452106	LOC100181839	LOC129980932
OG0004502	LOC121854400	LOC136445543	Hus1-like	LOC135682529	LOC106868947	LOC110450399	LOC100179869	LOC129966156
OG0004503	LOC121854410	LOC136441165	crb	LOC135693339	LOC106873032	LOC110448957	LOC100175485	LOC129968562
OG0004505	LOC121854584	LOC136437980	Acn	LOC135690559	LOC106877945	LOC110443247	LOC100185590	LOC129991458
OG0004506	LOC121854587	LOC136435576	Rap1	LOC135692624	LOC106872353	LOC110443111	rap1b	LOC129963101
OG0004507	LOC121854639	LOC136440289	Rpp21	LOC135692177	LOC106881459	LOC110456188	LOC100182886	LOC129968208
OG0004509	LOC121854695	LOC136433689	GCS2alpha	LOC135693798	LOC106872213	LOC110467087	LOC100184247	LOC129980919
OG0004510	LOC121854701	LOC136422633	PCID2	LOC135684425	LOC106874533	LOC110452258	LOC100183248	LOC129966058
OG0004512	LOC121854707	LOC136443237	eIF2Balpha	LOC135684023	LOC106870269	LOC110457717	LOC101243211	LOC129968804
OG0004513	LOC121854709	LOC136441299	Surf6	LOC135685506	LOC106875379	LOC110464401	LOC100175854	LOC129963130
OG0004515	LOC121854741	LOC136437888	p130CAS	LOC135691095	LOC106870453	LOC110467508	LOC100181496	LOC129962730
OG0004516	LOC121854747	LOC136428984	abo	LOC135691420	LOC106880847	LOC110453994	LOC100182606	LOC129967107
OG0004517	LOC121854750	LOC136422590	RpL35A	LOC135684726	LOC106875817	LOC110464587	r35a	LOC129963397
OG0004518	LOC121854753	LOC136423831	smo	LOC135689609	LOC106882719	LOC110465760	smoothened	LOC129969619
OG0004519	LOC121854765	LOC136429727	Sbf	LOC135695425	LOC106871234	LOC110459916	LOC100185666	LOC129962103
OG0004521	LOC121854780	LOC136428492	p47	LOC135680812	LOC106878670	LOC110466765	LOC100180229	LOC129981699
OG0004522	LOC121854790	LOC136440856	Polr3H	LOC135691694	LOC106872841	LOC110447372	LOC104266855	LOC129965882
OG0004523	LOC121854795	LOC136435177	ohgt	LOC135686595	LOC106869183	LOC110453230	LOC100182737	LOC129962732
OG0004525	LOC121854805	LOC136431171	fl_2_d	LOC135685691	LOC106869968	LOC110454892	LOC100186919	LOC129976544
OG0004526	LOC121854817	LOC136424605	sea	LOC135682631	LOC106881074	LOC110463128	LOC100176157	LOC129972250
OG0004528	LOC121854835	LOC136441912	CG7974	LOC135686620	LOC106870170	LOC110467404	LOC100176884	LOC129957113
OG0004529	LOC121854837	LOC136420389	CycY	LOC135681474	LOC106884459	LOC110452085	LOC100182728	LOC129958240
OG0004530	LOC121854857	LOC136433279	MTA1-like	LOC135688300	LOC106882880	LOC110445260	mta	LOC129975719
OG0004531	LOC121854860	LOC136439696	CG3793	LOC135691802	LOC106874329	LOC110467257	LOC100186621	LOC129958313
OG0004532	LOC121854959	LOC136449232	milt	LOC135681629	LOC106875482	LOC110449315	LOC100184633	LOC129980553
OG0004533	LOC121854963	LOC136430641	Ciao1	LOC135694187	LOC106883649	LOC110459348	LOC100179970	LOC129962485
OG0004534	LOC121854975	LOC136433397	CG7742	LOC135686387	LOC106881386	LOC110444647	LOC100180332	LOC129985187
OG0004535	LOC121854998	LOC136427737	Tgs1	LOC135688865	LOC106876686	LOC110461558	LOC100179712	LOC129968681
OG0004536	LOC121855018	LOC136439822	CG9853	LOC135691819	LOC106877489	LOC110467031	LOC100175848	LOC129984645
OG0004538	LOC121855111	LOC136436480	IntS12	LOC135680736	LOC106870168	LOC110463430	LOC100186304	LOC129974912
OG0004539	LOC121855112	LOC136420348	wcy	LOC135681612	LOC106874988	LOC110459309	LOC100180415	LOC129975093
OG0004540	LOC121855115	LOC136428301	CG17249	LOC135687642	LOC106868292	LOC110454993	LOC108950243	LOC129961737
OG0004541	LOC121855141	LOC136438581	Pfdn4	LOC135691182	LOC106871413	LOC110447611	LOC100183648	LOC129972266
OG0004543	LOC121855148	LOC136439594	cass	LOC135695374	LOC106879149	LOC110455246	LOC100178320	LOC129981712
OG0004544	LOC121855151	LOC136444465	Cchl	LOC135695033	LOC106881756	LOC110466583	LOC100181858	LOC129962084
OG0004545	LOC121855160	LOC136433511	CG5554	LOC135681557	LOC106883628	LOC110446270	LOC100187268	LOC129969586
OG0004546	LOC121855161	LOC136436139	dia	LOC135686256	LOC106883550	LOC110456556	LOC100175505	LOC129963489
OG0004549	LOC121855228	LOC136424847	viaf	LOC135689754	LOC106875853	LOC110450720	LOC100187534	LOC129989331
OG0004550	LOC121855238	LOC136446725	Ppcdc	LOC135688027	LOC106874114	LOC110458295	LOC100185392	LOC129976555
OG0004551	LOC121855239	LOC136436756	Prp40	LOC135696371	LOC106881150	LOC110442058	LOC100186266	LOC129971549
OG0004552	LOC121855255	LOC136447056	CG4849	LOC135689815	LOC106867796	LOC110445292	LOC100175824	LOC129969249
OG0004553	LOC121855274	LOC136446741	Arl5	LOC135682879	LOC106870789	LOC110459636	LOC100181773	LOC129966045
OG0004554	LOC121855298	LOC136424810	CG12375	LOC135689603	LOC106875199	LOC110443541	LOC104265432	LOC129981318
OG0004555	LOC121855302	LOC136433133	BTBD9	LOC135691822	LOC106876970	LOC110447924	LOC100184365	LOC129988735
OG0004556	LOC121855310	LOC136436217	MCTS1	LOC135686855	LOC106875401	LOC110462662	LOC100176016	LOC129981283
OG0004557	LOC121855362	LOC136432417	fray	LOC135684966	LOC106879265	LOC110448510	LOC100181936	LOC129985241
OG0004558	LOC121855395	LOC136444504	CG14621	LOC135695200	LOC106872437	LOC110450589	LOC100175259	LOC129961799
OG0004559	LOC121855413	LOC136430213	egg	LOC135695535	LOC106873585	LOC110459908	LOC101242243	LOC129981000
OG0004560	LOC121855415	LOC136435295	Wnk	LOC135692739	LOC106880299	LOC110461682	LOC108949601	LOC129960139
OG0004561	LOC121855430	LOC136445594	zetaCOP	LOC135681594	LOC106883901	LOC110445079	LOC100180172	LOC129980547
OG0004562	LOC121855454	LOC136443518	CG5823	LOC135688320	LOC106882294	LOC110464542	LOC100184705	LOC129968665
OG0004564	LOC121855464	LOC136440817	CCT6	LOC135683989	LOC106869695	LOC110463113	LOC100176724	LOC129965852
OG0004565	LOC121855470	LOC136423788	Gnf1	LOC135690128	LOC106878293	LOC110466820	LOC100183212	LOC129966149
OG0004567	LOC121855473	LOC136432457	Tom70	LOC135684123	LOC106867870	LOC110458987	LOC100175257	LOC129969250
OG0004570	LOC121855485	LOC136446226	chb	LOC135682819	LOC106878380	LOC110463560	LOC100184143	LOC129975700
OG0004572	LOC121855490	LOC136436102	Btk	LOC135686898	LOC106877038	LOC110456552	LOC100184615	LOC129958127
OG0004573	LOC121855492	LOC136447244	Golgin245	LOC135682641	LOC106872513	LOC110464314	LOC100175920	LOC129969248
OG0004574	LOC121855517	LOC136433944	Ada3	LOC135696774	LOC106868587	LOC110442911	LOC100181025	LOC129968655
OG0004575	LOC121855518	LOC136444512	Myt1	LOC135681033	LOC106875680	LOC110448417	LOC100186587	LOC129969146
OG0004576	LOC121855526	LOC136427708	CG5532	LOC135688697	LOC106871525	LOC110456255	LOC108949279	LOC129966031
OG0004577	LOC121855530	LOC136430900	NHP2	LOC135696214	LOC106882523	LOC110451705	LOC100183111	LOC129967954
OG0004578	LOC121855534	LOC136427982	CG9175	LOC135688836	LOC106873726	LOC110445152	LOC100183888	LOC129971600
OG0004579	LOC121855542	LOC136436608	CG3408	LOC135696621	LOC106875568	LOC110466727	LOC100186997	LOC129960016
OG0004580	LOC121855551	LOC136443365	CG17266	LOC135688101	LOC106884478	LOC110458890	LOC100182981	LOC129968718
OG0004581	LOC121855569	LOC136430492	Yif1	LOC135684477	LOC106881158	LOC110459176	LOC100176210	LOC129961925
OG0004582	LOC121855570	LOC136423675	ND-23	LOC135683484	LOC106868568	LOC110463788	LOC100184026	LOC129965659
OG0004583	LOC121855576	LOC136444423	CG4953	LOC135694558	LOC106879192	LOC110466698	LOC100186853	LOC129960017
OG0004584	LOC121855594	LOC136436975	Hem	LOC135696567	LOC106881844	LOC110459938	LOC100185133	LOC129959978
OG0004585	LOC121855595	LOC136428835	CG11396	LOC135688872	LOC106877573	LOC110456585	LOC100183138	LOC129963615
OG0004586	LOC121855631	LOC136447295	Arpc2	LOC135682123	LOC106868985	LOC110452907	LOC100179260	LOC129966740
OG0004587	LOC121855634	LOC136445657	Wdr37	LOC135682738	LOC106879184	LOC110463566	LOC100179466	LOC129977579
OG0004588	LOC121855636	LOC136422642	CG7394	LOC135693108	LOC106874709	LOC110442902	LOC100185485	LOC129977024
OG0004590	LOC121855703	LOC136442501	PIG-C	LOC135693819	LOC106882874	LOC110442216	LOC100180867	LOC129960644
OG0004591	LOC121855738	LOC136438932	Coq7	LOC135692184	LOC106883686	LOC110451231	LOC100177404	LOC129989143
OG0004592	LOC121855743	LOC136445615	aralar1	LOC135682546	LOC106868630	LOC110442401	LOC100186157	LOC129957301
OG0004594	LOC121855813	LOC136427216	Ak6	LOC135687615	LOC106877369	LOC110445708	LOC100177393	LOC129957082
OG0004595	LOC121855815	LOC136428546	CCT1	LOC135689613	LOC106876958	LOC110452171	LOC100175456	LOC129963252
OG0004596	LOC121855822	LOC136424993	CG32163	LOC135681069	LOC106876382	LOC110459963	LOC113475208	LOC129957263
OG0004597	LOC121855823	LOC136433074	Pcmt	LOC135681319	LOC106881457	LOC110467082	LOC100178187	LOC129956983
OG0004598	LOC121855825	LOC136427711	CG9143	LOC135686458	LOC106872530	LOC110463535	LOC100186185	LOC129971413
OG0004599	LOC121855835	LOC136420595	CG6761	LOC135683466	LOC106877588	LOC110457145	LOC100177231	LOC129981971
OG0004600	LOC121855842	LOC136428424	ssp3	LOC135687066	LOC106884496	LOC110455990	LOC100178694	LOC129963862
OG0004602	LOC121855902	LOC136443738	Vps15	LOC135688514	LOC106873538	LOC110457796	LOC100186582	LOC129968865
OG0004603	LOC121855907	LOC136443147	bor	LOC135688014	LOC106878421	LOC110458884	LOC100177022	LOC129976595
OG0004604	LOC121855926	LOC136438965	Gas8	LOC135690702	LOC106883776	LOC110446278	LOC100182123	LOC129971185
OG0004605	LOC121855927	LOC136444397	CG11583	LOC135694302	LOC106871577	LOC110443686	LOC100175539	LOC129981224
OG0004606	LOC121855933	LOC136439372	CG2972	LOC135691296	LOC106878027	LOC110466795	LOC100178383	LOC129962079
OG0004607	LOC121855939	LOC136436827	Mys45A	LOC135689793	LOC106880306	LOC110459263	LOC100179058	LOC129962639
OG0004609	LOC121855947	LOC136440171	ND-B14	LOC135683191	LOC106870922	LOC110453923	LOC100179441	LOC129988441
OG0004610	LOC121855948	LOC136444187	Gprk1	LOC135683327	LOC106871981	LOC110461337	LOC100184862	LOC129972307
OG0004611	LOC121855959	LOC136429788	snRNP-U1-70K	LOC135695613	LOC106879853	LOC110450268	LOC100178141	LOC129971505
OG0004612	LOC121855970	LOC136438632	Prp16	LOC135690727	LOC106878466	LOC110446234	LOC100177285	LOC129961544
OG0004613	LOC121855979	LOC136422353	CG31917	LOC135684883	LOC106880223	LOC110454708	LOC100186032	LOC129973004
OG0004615	LOC121856005	LOC136428292	Vps45	LOC135687482	LOC106870285	LOC110453084	LOC100185569	LOC129966784
OG0004616	LOC121856006	LOC136433379	SrpRalpha	LOC135684862	LOC106882265	LOC110447092	LOC100175861	LOC129975860
OG0004617	LOC121856016	LOC136433925	PIG-V	LOC135680747	LOC106868580	LOC110442919	LOC100184333	LOC129966143
OG0004618	LOC121856021	LOC136435725	Vta1	LOC135685798	LOC106877321	LOC110456405	LOC104266244	LOC129971227
OG0004620	LOC121856023	LOC136438594	Prp4k	LOC135691098	LOC106867656	LOC110464774	LOC100182715	LOC129983867
OG0004621	LOC121856043	LOC136445951	ATPsynC	LOC135682856	LOC106873419	LOC110446623	LOC101243499	LOC129966738
OG0004622	LOC121856045	LOC136436345	CG4041	LOC135686477	LOC106871517	LOC110449648	LOC100177070	LOC129958154
OG0004623	LOC121856046	LOC136440316	CG3198	LOC135692127	LOC106874954	LOC110455670	LOC100187151	LOC129968554
OG0004625	LOC121856048	LOC136438138	Ire1	LOC135691557	LOC106874141	LOC110466943	LOC100178253	LOC129988043
OG0004626	LOC121856049	LOC136433493	SamDC	LOC135685231	LOC106878897	LOC110456882	LOC100176333	LOC129980570
OG0004627	LOC121856051	LOC136441204	Uck	LOC135693322	LOC106873358	LOC110441802	LOC100180527	LOC129980981
OG0004629	LOC121856057	LOC136432245	Bka	LOC135692657	LOC106872111	LOC110459591	LOC100177727	LOC129981986
OG0004630	LOC121856059	LOC136428942	CG10435	LOC135687351	LOC106870433	LOC110454978	LOC100184560	LOC129981941
OG0004631	LOC121856082	LOC136445963	Hibch	LOC135683106	LOC106869583	LOC110451915	LOC100177147	LOC129971087
OG0004632	LOC121856084	LOC136438757	Gmd	LOC135686874	LOC106879805	LOC110446271	LOC100182733	LOC129972537
OG0004635	LOC121856153	LOC136424145	Vha44	LOC135696583	LOC106881199	LOC110441259	LOC100185407	LOC129957391
OG0004637	LOC121856165	LOC136438811	CG13926	LOC135696623	LOC106870171	LOC110465892	LOC100178100	LOC129976433
OG0004638	LOC121856167	LOC136434675	LSm3	LOC135692574	LOC106870208	LOC110445371	LOC100186320	LOC129957365
OG0004639	LOC121856168	LOC136439593	Npl4	LOC135691890	LOC106867052	LOC110448556	LOC100183607	LOC129981197
OG0004640	LOC121856171	LOC136433531	CG16812	LOC135686656	LOC106867987	LOC110447914	LOC100186081	LOC129974882
OG0004642	LOC121856185	LOC136439871	PICK1	LOC135692246	LOC106883672	LOC110448577	LOC100187297	LOC129966574
OG0004643	LOC121856188	LOC136434699	SRPK	LOC135692926	LOC106873685	LOC110460609	LOC100185710	LOC129963380
OG0004644	LOC121856194	LOC136420379	mop	LOC135681111	LOC106867958	LOC110449479	LOC100175429	LOC129989161
OG0004645	LOC121856200	LOC136429815	Rab3-GEF	LOC135695569	LOC106882707	LOC110460518	LOC100178549	LOC129985345
OG0004646	LOC121856209	LOC136436570	CG4511	LOC135686831	LOC106879074	LOC110456558	LOC100180700	LOC129958810
OG0004647	LOC121856212	LOC136433188	Claspin	LOC135690680	LOC106872771	LOC110460235	LOC100179558	LOC129967569
OG0004648	LOC121856221	LOC136428061	Ubqn	LOC135687572	LOC106877833	LOC110445514	LOC100175472	LOC129958024
OG0004649	LOC121856230	LOC136433010	Sec10	LOC135692125	LOC106871180	LOC110445985	LOC494428	LOC129967031
OG0004650	LOC121856240	LOC136434729	Hcf	LOC135686754	LOC106873592	LOC110443354	LOC100178580	LOC129965726
OG0004651	LOC121856242	LOC136437856	Cpsf160	LOC135690523	LOC106871560	LOC110467505	LOC100183655	LOC129984428
OG0004652	LOC121856245	LOC136436225	CG17065	LOC135686539	LOC106872229	LOC110461126	LOC100179883	LOC129984027
OG0004653	LOC121856250	LOC136431426	CCT7	LOC135696428	LOC106878754	LOC110450016	LOC100185811	LOC129957248
OG0004654	LOC121856266	LOC136443687	CG6550	LOC135688012	LOC106879197	LOC110466648	LOC100176944	LOC129987973
OG0004655	LOC121856277	LOC136437277	HisRS	LOC135686921	LOC106883735	LOC110445972	LOC100185889	LOC129972516
OG0004656	LOC121856280	LOC136427780	unc-13	LOC135687559	LOC106879696	LOC110456312	LOC100176945	LOC129972515
OG0004657	LOC121856296	LOC136440012	Ttc30	LOC135691640	LOC106872720	LOC110446007	LOC100178872	LOC129969556
OG0004658	LOC121856310	LOC136446558	cl	LOC135683079	LOC106879179	LOC110462875	LOC100175262	LOC129985174
OG0004659	LOC121856335	LOC136433718	CG5214	LOC135692143	LOC106878908	LOC110450449	LOC100175390	LOC129966643
OG0004660	LOC121856352	LOC136443256	CG2608	LOC135688537	LOC106874404	LOC110458851	LOC100181274	LOC129981967
OG0004664	LOC121856396	LOC136433007	Gmap	LOC135684518	LOC106869305	LOC110466062	LOC445759	LOC129968800
OG0004665	LOC121856412	LOC136435500	UbcE2H	LOC135692789	LOC106873831	LOC110459530	LOC100176081	LOC129987984
OG0004666	LOC121856415	LOC136425098	unc80	LOC135683580	LOC106882437	LOC110467393	LOC100187298	LOC129966469
OG0004667	LOC121856421	LOC136429151	TrpRS-m	LOC135685403	LOC106879575	LOC110454180	LOC100175684	LOC129975730
OG0004668	LOC121856443	LOC136441290	spoon	LOC135683337	LOC106876306	LOC110461890	LOC100174989	LOC129976468
OG0004669	LOC121856465	LOC136430744	trbd	LOC135696173	LOC106879376	LOC110462281	zf_rbz_-3	LOC129965738
