AnnotationType	ProteinID	OrganismShortName	SpeciesGroup	GeneGroup	ProteinLen
denovo	africanFrogDenovo__Unknown__TRINITY_DN1648_c0_g1_i9.p1	africanFrog		CRX	368.0
denovo	africanFrogDenovo__Unknown__TRINITY_DN4799_c0_g1_i4.p1	africanFrog		MAFA	189.0
denovo	africanFrogDenovo__Unknown__TRINITY_DN4055_c0_g1_i9.p1	africanFrog		MAFB	314.0
denovo	africanFrogDenovo__Unknown__TRINITY_DN34057_c0_g1_i12.p1	africanFrog		MAFF	133.0
denovo	africanFrogDenovo__Unknown__TRINITY_DN37798_c0_g1_i1.p1	africanFrog		MAFG	164.0
denovo	africanFrogDenovo__Unknown__TRINITY_DN74455_c0_g1_i1.p1	africanFrog		MAFK	125.0
denovo	africanFrogDenovo__Unknown__TRINITY_DN6850_c0_g1_i4.p1	africanFrog		NRL	268.0
denovo	africanFrogDenovo__Unknown__TRINITY_DN35711_c0_g1_i11.p1	africanFrog		OTX2	309.0
denovo	tokayGeckoDenovo__Unknown__TRINITY_DN1916_c0_g1_i7.p1	tokayGecko		CMAF	1171.0
denovo	tokayGeckoDenovo__Unknown__TRINITY_DN4063_c0_g1_i8.p1	tokayGecko		CRX	291.0
denovo	tokayGeckoDenovo__Unknown__TRINITY_DN2203_c0_g1_i2.p5	tokayGecko		MAFA	170.0
denovo	tokayGeckoDenovo__Unknown__TRINITY_DN307_c4_g1_i1.p2	tokayGecko		MAFB	322.0
denovo	tokayGeckoDenovo__Unknown__TRINITY_DN2687_c0_g1_i2.p1	tokayGecko		MAFF	181.0
denovo	tokayGeckoDenovo__Unknown__TRINITY_DN4607_c0_g1_i9.p1	tokayGecko		MAFG	163.0
denovo	tokayGeckoDenovo__Unknown__TRINITY_DN6989_c0_g1_i1.p1	tokayGecko		MAFK	194.0
denovo	tokayGeckoDenovo__Unknown__TRINITY_DN1067_c0_g1_i2.p1	tokayGecko		NRL	266.0
denovo	tokayGeckoDenovo__Unknown__TRINITY_DN957_c7_g1_i1.p3	tokayGecko		OTX1	122.0
denovo	tokayGeckoDenovo__Unknown__TRINITY_DN4063_c0_g1_i8.p1	tokayGecko		OTX2	291.0
denovo	tawnyDragonDenovo__Unknown__TRINITY_DN1040_c26_g1_i1.p2	tawnyDragon		CMAF	165.0
denovo	tawnyDragonDenovo__Unknown__TRINITY_DN2840_c0_g1_i9.p2	tawnyDragon		CRX	293.0
denovo	tawnyDragonDenovo__Unknown__TRINITY_DN7913_c3_g1_i1.p3	tawnyDragon		MAFA	145.0
denovo	tawnyDragonDenovo__Unknown__TRINITY_DN1840_c1_g1_i1.p1	tawnyDragon		MAFB	325.0
denovo	tawnyDragonDenovo__Unknown__TRINITY_DN9032_c0_g1_i1.p1	tawnyDragon		MAFF	165.0
denovo	tawnyDragonDenovo__Unknown__TRINITY_DN5115_c0_g1_i4.p1	tawnyDragon		MAFG	207.0
denovo	tawnyDragonDenovo__Unknown__TRINITY_DN8715_c0_g1_i33.p1	tawnyDragon		MAFK	196.0
denovo	tawnyDragonDenovo__Unknown__TRINITY_DN174348_c0_g1_i1.p1	tawnyDragon		NRL	176.0
denovo	tawnyDragonDenovo__Unknown__TRINITY_DN29177_c0_g1_i6.p1	tawnyDragon		OTX1	172.0
denovo	tawnyDragonDenovo__Unknown__TRINITY_DN2840_c0_g1_i9.p2	tawnyDragon		OTX2	293.0
denovo	greenAnoleDenovo__Unknown__TRINITY_DN17345_c0_g1_i1.p2	greenAnole		CMAF	271.0
denovo	greenAnoleDenovo__Unknown__TRINITY_DN615_c1_g1_i2.p1	greenAnole		CRX	346.0
denovo	greenAnoleDenovo__Unknown__TRINITY_DN3642_c0_g1_i1.p2	greenAnole		MAFA	232.0
denovo	greenAnoleDenovo__Unknown__TRINITY_DN5789_c0_g1_i1.p2	greenAnole		MAFB	177.0
denovo	greenAnoleDenovo__Unknown__TRINITY_DN5970_c0_g1_i2.p1	greenAnole		MAFF	150.0
denovo	greenAnoleDenovo__Unknown__TRINITY_DN3426_c0_g4_i2.p1	greenAnole		MAFG	163.0
denovo	greenAnoleDenovo__Unknown__TRINITY_DN6663_c0_g1_i1.p1	greenAnole		MAFK	127.0
denovo	greenAnoleDenovo__Unknown__TRINITY_DN6610_c2_g1_i3.p1	greenAnole		NRL	268.0
denovo	greenAnoleDenovo__Unknown__TRINITY_DN615_c1_g1_i2.p1	greenAnole		OTX2	346.0
denovo	cobraDenovo__Unknown__TRINITY_DN21661_c0_g1_i1.p2	cobra		CMAF	131.0
denovo	cobraDenovo__Unknown__TRINITY_DN34587_c0_g1_i1.p1	cobra		CRX	329.0
denovo	cobraDenovo__Unknown__TRINITY_DN55440_c0_g1_i1.p1	cobra		MAFB	192.0
denovo	cobraDenovo__Unknown__TRINITY_DN26967_c0_g1_i1.p1	cobra		MAFF	284.0
denovo	cobraDenovo__Unknown__TRINITY_DN10102_c0_g1_i1.p1	cobra		OTX1	692.0
denovo	cobraDenovo__Unknown__TRINITY_DN34587_c0_g1_i1.p1	cobra		OTX2	329.0
denovo	garterSnakeDenovo__Unknown__TRINITY_DN14451_c0_g1_i1.p1	garterSnake		CMAF	225.0
denovo	garterSnakeDenovo__Unknown__TRINITY_DN588_c0_g1_i15.p1	garterSnake		CRX	448.0
denovo	garterSnakeDenovo__Unknown__TRINITY_DN1809_c0_g4_i1.p2	garterSnake		MAFA	315.0
denovo	garterSnakeDenovo__Unknown__TRINITY_DN2443_c0_g1_i1.p2	garterSnake		MAFB	343.0
denovo	garterSnakeDenovo__Unknown__TRINITY_DN1632_c0_g1_i2.p1	garterSnake		MAFF	150.0
denovo	garterSnakeDenovo__Unknown__TRINITY_DN40720_c0_g1_i1.p1	garterSnake		MAFG	189.0
denovo	garterSnakeDenovo__Unknown__TRINITY_DN63139_c0_g1_i1.p1	garterSnake		MAFK	200.0
denovo	garterSnakeDenovo__Unknown__TRINITY_DN7014_c0_g1_i5.p2	garterSnake		NRL	270.0
denovo	garterSnakeDenovo__Unknown__TRINITY_DN5126_c0_g1_i9.p1	garterSnake		OTX1	355.0
denovo	garterSnakeDenovo__Unknown__TRINITY_DN588_c0_g1_i15.p1	garterSnake		OTX2	448.0
denovo	americanAlligatorDenovo__Unknown__TRINITY_DN2819_c2_g1_i1.p1	americanAlligator		CMAF	216.0
denovo	americanAlligatorDenovo__Unknown__TRINITY_DN223_c0_g1_i30.p1	americanAlligator		CRX	291.0
denovo	americanAlligatorDenovo__Unknown__TRINITY_DN17678_c2_g1_i1.p1	americanAlligator		MAFA	291.0
denovo	americanAlligatorDenovo__Unknown__TRINITY_DN6785_c1_g2_i1.p1	americanAlligator		MAFB	181.0
denovo	americanAlligatorDenovo__Unknown__TRINITY_DN25409_c0_g1_i2.p2	americanAlligator		MAFF	150.0
denovo	americanAlligatorDenovo__Unknown__TRINITY_DN16465_c2_g2_i1.p2	americanAlligator		MAFG	163.0
denovo	americanAlligatorDenovo__Unknown__TRINITY_DN16465_c2_g1_i4.p1	americanAlligator		MAFK	195.0
denovo	americanAlligatorDenovo__Unknown__TRINITY_DN39821_c0_g1_i1.p1	americanAlligator		NRL	263.0
denovo	americanAlligatorDenovo__Unknown__TRINITY_DN3711_c0_g2_i2.p2	americanAlligator		OTX1	143.0
denovo	americanAlligatorDenovo__Unknown__TRINITY_DN223_c0_g1_i30.p1	americanAlligator		OTX2	291.0
denovo	emuDenovo__Unknown__TRINITY_DN6699_c1_g1_i1.p1	emu		CMAF	196.0
denovo	emuDenovo__Unknown__TRINITY_DN526_c0_g2_i10.p1	emu		CRX	405.0
denovo	emuDenovo__Unknown__TRINITY_DN680_c2_g1_i16.p2	emu		MAFA	392.0
denovo	emuDenovo__Unknown__TRINITY_DN535_c2_g3_i1.p1	emu		MAFB	314.0
denovo	emuDenovo__Unknown__TRINITY_DN8089_c0_g1_i1.p1	emu		MAFF	234.0
denovo	emuDenovo__Unknown__TRINITY_DN6252_c1_g1_i1.p1	emu		MAFG	190.0
denovo	emuDenovo__Unknown__TRINITY_DN401_c0_g1_i1.p1	emu		MAFK	194.0
denovo	emuDenovo__Unknown__TRINITY_DN535_c1_g3_i1.p1	emu		OTX1	147.0
denovo	emuDenovo__Unknown__TRINITY_DN526_c0_g2_i10.p1	emu		OTX2	405.0
denovo	ostrichDenovo__Unknown__TRINITY_DN9016_c0_g2_i1.p1	ostrich		CMAF	199.0
denovo	ostrichDenovo__Unknown__TRINITY_DN1258_c0_g3_i1.p1	ostrich		CRX	290.0
denovo	ostrichDenovo__Unknown__TRINITY_DN3741_c1_g2_i4.p2	ostrich		MAFA	249.0
denovo	ostrichDenovo__Unknown__TRINITY_DN3741_c1_g3_i2.p1	ostrich		MAFB	312.0
denovo	ostrichDenovo__Unknown__TRINITY_DN3272_c0_g1_i1.p2	ostrich		MAFF	202.0
denovo	ostrichDenovo__Unknown__TRINITY_DN4561_c0_g1_i3.p2	ostrich		MAFG	163.0
denovo	ostrichDenovo__Unknown__TRINITY_DN2430_c0_g1_i9.p2	ostrich		MAFK	189.0
denovo	ostrichDenovo__Unknown__TRINITY_DN1258_c0_g2_i14.p1	ostrich		OTX1	343.0
denovo	ostrichDenovo__Unknown__TRINITY_DN1258_c0_g3_i1.p1	ostrich		OTX2	290.0
denovo	muscovyDuckDenovo__Unknown__TRINITY_DN2103_c0_g1_i8.p1	muscovyDuck		CMAF	328.0
denovo	muscovyDuckDenovo__Unknown__TRINITY_DN317_c0_g1_i6.p3	muscovyDuck		CRX	291.0
denovo	muscovyDuckDenovo__Unknown__TRINITY_DN5357_c1_g2_i1.p2	muscovyDuck		MAFA	338.0
denovo	muscovyDuckDenovo__Unknown__TRINITY_DN5357_c1_g1_i3.p2	muscovyDuck		MAFB	312.0
denovo	muscovyDuckDenovo__Unknown__TRINITY_DN1182_c4_g1_i1.p2	muscovyDuck		MAFF	150.0
denovo	muscovyDuckDenovo__Unknown__TRINITY_DN902_c1_g2_i2.p1	muscovyDuck		MAFG	163.0
denovo	muscovyDuckDenovo__Unknown__TRINITY_DN4141_c0_g1_i3.p1	muscovyDuck		MAFK	186.0
denovo	muscovyDuckDenovo__Unknown__TRINITY_DN317_c0_g3_i1.p1	muscovyDuck		OTX1	334.0
denovo	muscovyDuckDenovo__Unknown__TRINITY_DN317_c0_g1_i6.p3	muscovyDuck		OTX2	291.0
denovo	quailDenovo__Unknown__TRINITY_DN43442_c0_g2_i1.p1	quail		CMAF	294.0
denovo	quailDenovo__Unknown__TRINITY_DN877_c1_g1_i9.p1	quail		CRX	328.0
denovo	quailDenovo__Unknown__TRINITY_DN823_c1_g1_i1.p1	quail		MAFA	287.0
denovo	quailDenovo__Unknown__TRINITY_DN823_c1_g3_i1.p2	quail		MAFB	153.0
denovo	quailDenovo__Unknown__TRINITY_DN6091_c0_g1_i2.p2	quail		MAFF	220.0
denovo	quailDenovo__Unknown__TRINITY_DN9611_c0_g1_i3.p1	quail		MAFG	163.0
denovo	quailDenovo__Unknown__TRINITY_DN27831_c0_g1_i3.p1	quail		MAFK	194.0
denovo	quailDenovo__Unknown__TRINITY_DN45856_c0_g1_i1.p1	quail		NRL	251.0
denovo	quailDenovo__Unknown__TRINITY_DN741_c1_g1_i5.p1	quail		OTX1	316.0
denovo	quailDenovo__Unknown__TRINITY_DN4560_c1_g2_i1.p1	quail		OTX2	214.0
denovo	chickenDenovo__Unknown__TRINITY_DN54315_c0_g1_i1.p1	chicken		CMAF	125.0
denovo	chickenDenovo__Unknown__TRINITY_DN21257_c0_g1_i1.p3	chicken		CRX	151.0
denovo	chickenDenovo__Unknown__TRINITY_DN12272_c1_g1_i1.p1	chicken		MAFA	183.0
denovo	chickenDenovo__Unknown__TRINITY_DN183466_c0_g1_i1.p2	chicken		MAFB	119.0
denovo	chickenDenovo__Unknown__TRINITY_DN18633_c0_g1_i1.p1	chicken		MAFF	285.0
denovo	chickenDenovo__Unknown__TRINITY_DN82238_c0_g1_i1.p1	chicken		MAFG	163.0
denovo	chickenDenovo__Unknown__TRINITY_DN55578_c0_g1_i1.p1	chicken		MAFK	182.0
denovo	chickenDenovo__Unknown__TRINITY_DN5230_c0_g1_i1.p1	chicken		OTX2	290.0
denovo	redStreamertailDenovo__Unknown__TRINITY_DN4914_c0_g1_i1.p1	redStreamertail		CMAF	195.0
denovo	redStreamertailDenovo__Unknown__TRINITY_DN2868_c0_g1_i5.p1	redStreamertail		CRX	290.0
denovo	redStreamertailDenovo__Unknown__TRINITY_DN13301_c0_g3_i2.p1	redStreamertail		MAFA	290.0
denovo	redStreamertailDenovo__Unknown__TRINITY_DN13301_c0_g2_i1.p2	redStreamertail		MAFB	311.0
denovo	redStreamertailDenovo__Unknown__TRINITY_DN9147_c0_g1_i1.p1	redStreamertail		MAFF	269.0
denovo	redStreamertailDenovo__Unknown__TRINITY_DN12454_c0_g1_i1.p1	redStreamertail		MAFG	224.0
denovo	redStreamertailDenovo__Unknown__TRINITY_DN48415_c0_g1_i2.p1	redStreamertail		MAFK	184.0
denovo	redStreamertailDenovo__Unknown__TRINITY_DN68747_c0_g2_i5.p1	redStreamertail		OTX1	334.0
denovo	redStreamertailDenovo__Unknown__TRINITY_DN2868_c0_g1_i5.p1	redStreamertail		OTX2	290.0
denovo	blackStreamertailDenovo__Unknown__TRINITY_DN35522_c0_g1_i1.p1	blackStreamertail		CMAF	171.0
denovo	blackStreamertailDenovo__Unknown__TRINITY_DN2782_c0_g3_i1.p1	blackStreamertail		MAFA	290.0
denovo	blackStreamertailDenovo__Unknown__TRINITY_DN2782_c0_g2_i4.p2	blackStreamertail		MAFB	311.0
denovo	blackStreamertailDenovo__Unknown__TRINITY_DN4329_c0_g2_i2.p2	blackStreamertail		MAFF	150.0
denovo	blackStreamertailDenovo__Unknown__TRINITY_DN9692_c0_g1_i1.p1	blackStreamertail		MAFG	224.0
denovo	blackStreamertailDenovo__Unknown__TRINITY_DN7611_c0_g1_i2.p1	blackStreamertail		MAFK	191.0
denovo	blackStreamertailDenovo__Unknown__TRINITY_DN5602_c1_g1_i2.p1	blackStreamertail		OTX1	334.0
denovo	blackStreamertailDenovo__Unknown__TRINITY_DN11178_c0_g1_i5.p1	blackStreamertail		OTX2	257.0
denovo	hybridStreamertailDenovo__Unknown__TRINITY_DN25847_c0_g2_i1.p1	hybridStreamertail		CMAF	180.0
denovo	hybridStreamertailDenovo__Unknown__TRINITY_DN2856_c0_g1_i6.p1	hybridStreamertail		MAFA	290.0
denovo	hybridStreamertailDenovo__Unknown__TRINITY_DN2856_c0_g3_i1.p2	hybridStreamertail		MAFB	281.0
denovo	hybridStreamertailDenovo__Unknown__TRINITY_DN4972_c0_g1_i4.p3	hybridStreamertail		MAFF	150.0
denovo	hybridStreamertailDenovo__Unknown__TRINITY_DN160031_c0_g1_i1.p1	hybridStreamertail		MAFG	163.0
denovo	hybridStreamertailDenovo__Unknown__TRINITY_DN6429_c0_g1_i2.p1	hybridStreamertail		MAFK	189.0
denovo	hybridStreamertailDenovo__Unknown__TRINITY_DN9632_c2_g1_i2.p1	hybridStreamertail		OTX1	334.0
denovo	hybridStreamertailDenovo__Unknown__TRINITY_DN2897_c0_g1_i6.p1	hybridStreamertail		OTX2	290.0
denovo	pigeonDenovo__Unknown__TRINITY_DN2568_c2_g1_i1.p1	pigeon		CMAF	190.0
denovo	pigeonDenovo__Unknown__TRINITY_DN1663_c0_g1_i35.p2	pigeon		CRX	566.0
denovo	pigeonDenovo__Unknown__TRINITY_DN3003_c0_g1_i5.p1	pigeon		MAFA	349.0
denovo	pigeonDenovo__Unknown__TRINITY_DN4010_c2_g1_i1.p2	pigeon		MAFB	312.0
denovo	pigeonDenovo__Unknown__TRINITY_DN4784_c0_g1_i2.p2	pigeon		MAFF	192.0
denovo	pigeonDenovo__Unknown__TRINITY_DN17169_c0_g1_i35.p6	pigeon		MAFG	163.0
denovo	pigeonDenovo__Unknown__TRINITY_DN1812_c0_g1_i3.p1	pigeon		MAFK	211.0
denovo	pigeonDenovo__Unknown__TRINITY_DN6590_c0_g1_i2.p1	pigeon		OTX1	334.0
denovo	pigeonDenovo__Unknown__TRINITY_DN1663_c0_g1_i35.p2	pigeon		OTX2	566.0
denovo	kiteDenovo__Unknown__TRINITY_DN7220_c0_g5_i1.p1	kite		CMAF	247.0
denovo	kiteDenovo__Unknown__TRINITY_DN9052_c0_g2_i6.p2	kite		CRX	536.0
denovo	kiteDenovo__Unknown__TRINITY_DN104870_c0_g1_i1.p1	kite		MAFA	289.0
denovo	kiteDenovo__Unknown__TRINITY_DN5243_c1_g1_i2.p2	kite		MAFB	312.0
denovo	kiteDenovo__Unknown__TRINITY_DN227_c1_g1_i1.p4	kite		MAFF	150.0
denovo	kiteDenovo__Unknown__TRINITY_DN2790_c1_g1_i2.p2	kite		MAFG	163.0
denovo	kiteDenovo__Unknown__TRINITY_DN2790_c1_g2_i7.p2	kite		MAFK	193.0
denovo	kiteDenovo__Unknown__TRINITY_DN5577_c0_g2_i1.p1	kite		OTX1	267.0
denovo	kiteDenovo__Unknown__TRINITY_DN9052_c0_g2_i6.p2	kite		OTX2	536.0
denovo	vultureDenovo__Unknown__TRINITY_DN1591_c9_g1_i1.p1	vulture		CMAF	167.0
denovo	vultureDenovo__Unknown__TRINITY_DN1131_c0_g1_i6.p2	vulture		CRX	551.0
denovo	vultureDenovo__Unknown__TRINITY_DN675_c2_g1_i6.p1	vulture		MAFA	289.0
denovo	vultureDenovo__Unknown__TRINITY_DN675_c2_g2_i1.p2	vulture		MAFB	312.0
denovo	vultureDenovo__Unknown__TRINITY_DN3575_c0_g1_i1.p2	vulture		MAFF	173.0
denovo	vultureDenovo__Unknown__TRINITY_DN2269_c1_g3_i1.p2	vulture		MAFG	163.0
denovo	vultureDenovo__Unknown__TRINITY_DN4416_c1_g1_i4.p1	vulture		MAFK	190.0
denovo	vultureDenovo__Unknown__TRINITY_DN840_c0_g3_i1.p1	vulture		OTX1	258.0
denovo	vultureDenovo__Unknown__TRINITY_DN840_c0_g2_i1.p2	vulture		OTX2	271.0
denovo	harrierDenovo__Unknown__TRINITY_DN2231_c2_g2_i1.p2	harrier		CMAF	305.0
denovo	harrierDenovo__Unknown__TRINITY_DN11420_c0_g2_i6.p1	harrier		CRX	320.0
denovo	harrierDenovo__Unknown__TRINITY_DN835_c0_g2_i3.p2	harrier		MAFB	312.0
denovo	harrierDenovo__Unknown__TRINITY_DN3748_c0_g1_i5.p3	harrier		MAFF	151.0
denovo	harrierDenovo__Unknown__TRINITY_DN1038_c0_g1_i2.p2	harrier		MAFG	163.0
denovo	harrierDenovo__Unknown__TRINITY_DN1038_c0_g3_i1.p1	harrier		MAFK	196.0
denovo	harrierDenovo__Unknown__TRINITY_DN152_c0_g2_i1.p1	harrier		OTX1	296.0
denovo	harrierDenovo__Unknown__TRINITY_DN11420_c0_g2_i6.p1	harrier		OTX2	320.0
denovo	greyfacedBuzzardDenovo__Unknown__TRINITY_DN1263_c0_g2_i1.p2	greyfacedBuzzard		CMAF	199.0
denovo	greyfacedBuzzardDenovo__Unknown__TRINITY_DN3997_c0_g1_i6.p3	greyfacedBuzzard		CRX	406.0
denovo	greyfacedBuzzardDenovo__Unknown__TRINITY_DN968_c0_g1_i6.p1	greyfacedBuzzard		MAFA	289.0
denovo	greyfacedBuzzardDenovo__Unknown__TRINITY_DN968_c0_g2_i1.p2	greyfacedBuzzard		MAFB	312.0
denovo	greyfacedBuzzardDenovo__Unknown__TRINITY_DN397_c0_g1_i3.p3	greyfacedBuzzard		MAFF	151.0
denovo	greyfacedBuzzardDenovo__Unknown__TRINITY_DN10809_c0_g2_i7.p1	greyfacedBuzzard		MAFG	178.0
denovo	greyfacedBuzzardDenovo__Unknown__TRINITY_DN10809_c0_g1_i1.p1	greyfacedBuzzard		MAFK	110.0
denovo	greyfacedBuzzardDenovo__Unknown__TRINITY_DN1117_c2_g1_i1.p1	greyfacedBuzzard		OTX1	144.0
denovo	greyfacedBuzzardDenovo__Unknown__TRINITY_DN2471_c0_g2_i1.p1	greyfacedBuzzard		OTX2	290.0
denovo	redTailHawkDenovo__Unknown__TRINITY_DN88199_c0_g1_i1.p2	redTailHawk		CMAF	161.0
denovo	redTailHawkDenovo__Unknown__TRINITY_DN3447_c1_g1_i1.p1	redTailHawk		CRX	290.0
denovo	redTailHawkDenovo__Unknown__TRINITY_DN11161_c1_g1_i4.p2	redTailHawk		MAFA	289.0
denovo	redTailHawkDenovo__Unknown__TRINITY_DN11161_c1_g3_i1.p2	redTailHawk		MAFB	209.0
denovo	redTailHawkDenovo__Unknown__TRINITY_DN12211_c0_g1_i1.p2	redTailHawk		MAFF	150.0
denovo	redTailHawkDenovo__Unknown__TRINITY_DN5369_c2_g1_i2.p2	redTailHawk		MAFG	179.0
denovo	redTailHawkDenovo__Unknown__TRINITY_DN958_c1_g1_i1.p1	redTailHawk		MAFK	114.0
denovo	redTailHawkDenovo__Unknown__TRINITY_DN80566_c0_g1_i1.p1	redTailHawk		OTX1	176.0
denovo	redTailHawkDenovo__Unknown__TRINITY_DN3447_c1_g1_i1.p1	redTailHawk		OTX2	290.0
denovo	coopersHawkDenovo__Unknown__TRINITY_DN941_c0_g1_i1.p4	coopersHawk		CRX	367.0
denovo	coopersHawkDenovo__Unknown__TRINITY_DN4098_c0_g1_i3.p2	coopersHawk		MAFA	289.0
denovo	coopersHawkDenovo__Unknown__TRINITY_DN4098_c0_g2_i1.p2	coopersHawk		MAFB	295.0
denovo	coopersHawkDenovo__Unknown__TRINITY_DN96406_c0_g1_i1.p2	coopersHawk		MAFF	151.0
denovo	coopersHawkDenovo__Unknown__TRINITY_DN5736_c0_g2_i1.p1	coopersHawk		MAFG	163.0
denovo	coopersHawkDenovo__Unknown__TRINITY_DN5736_c0_g1_i2.p1	coopersHawk		MAFK	193.0
denovo	coopersHawkDenovo__Unknown__TRINITY_DN7920_c0_g1_i1.p1	coopersHawk		OTX1	286.0
denovo	coopersHawkDenovo__Unknown__TRINITY_DN941_c0_g1_i1.p4	coopersHawk		OTX2	367.0
denovo	besraDenovo__Unknown__TRINITY_DN4430_c1_g2_i1.p2	besra		CMAF	197.0
denovo	besraDenovo__Unknown__TRINITY_DN1166_c0_g1_i1.p4	besra		CRX	350.0
denovo	besraDenovo__Unknown__TRINITY_DN150_c0_g1_i9.p1	besra		MAFA	289.0
denovo	besraDenovo__Unknown__TRINITY_DN8404_c0_g1_i1.p2	besra		MAFB	320.0
denovo	besraDenovo__Unknown__TRINITY_DN2833_c0_g1_i1.p2	besra		MAFF	151.0
denovo	besraDenovo__Unknown__TRINITY_DN1175_c1_g1_i7.p1	besra		MAFK	200.0
denovo	besraDenovo__Unknown__TRINITY_DN131_c4_g1_i1.p1	besra		OTX1	212.0
denovo	besraDenovo__Unknown__TRINITY_DN257_c3_g1_i1.p1	besra		OTX2	197.0
denovo	barnOwlDenovo__Unknown__TRINITY_DN12357_c0_g1_i1.p1	barnOwl		CMAF	154.0
denovo	barnOwlDenovo__Unknown__TRINITY_DN1489_c3_g2_i1.p1	barnOwl		CRX	341.0
denovo	barnOwlDenovo__Unknown__TRINITY_DN5433_c0_g4_i4.p1	barnOwl		MAFA	318.0
denovo	barnOwlDenovo__Unknown__TRINITY_DN5433_c0_g5_i1.p2	barnOwl		MAFB	187.0
denovo	barnOwlDenovo__Unknown__TRINITY_DN97191_c0_g1_i2.p3	barnOwl		MAFF	150.0
denovo	barnOwlDenovo__Unknown__TRINITY_DN85_c1_g1_i2.p1	barnOwl		MAFK	191.0
denovo	barnOwlDenovo__Unknown__TRINITY_DN600_c3_g1_i1.p3	barnOwl		OTX1	135.0
denovo	barnOwlDenovo__Unknown__TRINITY_DN1489_c3_g2_i1.p1	barnOwl		OTX2	341.0
denovo	grassOwlDenovo__Unknown__TRINITY_DN3346_c1_g5_i1.p1	grassOwl		CMAF	192.0
denovo	grassOwlDenovo__Unknown__TRINITY_DN2597_c0_g2_i3.p1	grassOwl		CRX	348.0
denovo	grassOwlDenovo__Unknown__TRINITY_DN1060_c0_g2_i4.p1	grassOwl		MAFA	369.0
denovo	grassOwlDenovo__Unknown__TRINITY_DN13745_c0_g1_i1.p2	grassOwl		MAFB	312.0
denovo	grassOwlDenovo__Unknown__TRINITY_DN6135_c1_g2_i2.p5	grassOwl		MAFF	150.0
denovo	grassOwlDenovo__Unknown__TRINITY_DN3390_c0_g1_i4.p2	grassOwl		MAFG	163.0
denovo	grassOwlDenovo__Unknown__TRINITY_DN7552_c1_g1_i3.p1	grassOwl		MAFK	210.0
denovo	grassOwlDenovo__Unknown__TRINITY_DN1634_c10_g1_i1.p3	grassOwl		OTX1	106.0
denovo	grassOwlDenovo__Unknown__TRINITY_DN2597_c0_g2_i3.p1	grassOwl		OTX2	348.0
denovo	borealOwlDenovo__Unknown__TRINITY_DN196784_c0_g1_i1.p1	borealOwl		CMAF	184.0
denovo	borealOwlDenovo__Unknown__TRINITY_DN2434_c0_g2_i1.p1	borealOwl		CRX	3598.0
denovo	borealOwlDenovo__Unknown__TRINITY_DN5782_c0_g1_i3.p1	borealOwl		MAFA	289.0
denovo	borealOwlDenovo__Unknown__TRINITY_DN15094_c0_g1_i1.p2	borealOwl		MAFB	287.0
denovo	borealOwlDenovo__Unknown__TRINITY_DN37190_c0_g1_i1.p1	borealOwl		MAFF	177.0
denovo	borealOwlDenovo__Unknown__TRINITY_DN53056_c0_g1_i1.p1	borealOwl		MAFG	163.0
denovo	borealOwlDenovo__Unknown__TRINITY_DN337_c1_g1_i1.p1	borealOwl		MAFK	191.0
denovo	borealOwlDenovo__Unknown__TRINITY_DN13169_c0_g1_i4.p1	borealOwl		OTX1	207.0
denovo	borealOwlDenovo__Unknown__TRINITY_DN2434_c0_g2_i1.p1	borealOwl		OTX2	3598.0
denovo	littleOwlDenovo__Unknown__TRINITY_DN7852_c6_g1_i1.p1	littleOwl		CMAF	255.0
denovo	littleOwlDenovo__Unknown__TRINITY_DN5436_c0_g1_i1.p1	littleOwl		CRX	221.0
denovo	littleOwlDenovo__Unknown__TRINITY_DN6483_c0_g1_i7.p2	littleOwl		MAFA	289.0
denovo	littleOwlDenovo__Unknown__TRINITY_DN6483_c0_g2_i1.p1	littleOwl		MAFB	312.0
denovo	littleOwlDenovo__Unknown__TRINITY_DN10802_c0_g1_i7.p3	littleOwl		MAFF	150.0
denovo	littleOwlDenovo__Unknown__TRINITY_DN1431_c1_g1_i3.p2	littleOwl		MAFG	163.0
denovo	littleOwlDenovo__Unknown__TRINITY_DN1431_c1_g2_i1.p1	littleOwl		MAFK	195.0
denovo	littleOwlDenovo__Unknown__TRINITY_DN5212_c2_g1_i1.p1	littleOwl		OTX1	293.0
denovo	littleOwlDenovo__Unknown__TRINITY_DN5436_c0_g1_i1.p1	littleOwl		OTX2	221.0
denovo	eurasianScopsOwlDenovo__Unknown__TRINITY_DN879_c2_g1_i2.p1	eurasianScopsOwl		CMAF	207.0
denovo	eurasianScopsOwlDenovo__Unknown__TRINITY_DN2515_c0_g4_i1.p2	eurasianScopsOwl		CRX	189.0
denovo	eurasianScopsOwlDenovo__Unknown__TRINITY_DN1996_c0_g1_i7.p2	eurasianScopsOwl		MAFA	289.0
denovo	eurasianScopsOwlDenovo__Unknown__TRINITY_DN4554_c0_g1_i15.p2	eurasianScopsOwl		MAFB	312.0
denovo	eurasianScopsOwlDenovo__Unknown__TRINITY_DN3313_c0_g1_i1.p1	eurasianScopsOwl		MAFF	192.0
denovo	eurasianScopsOwlDenovo__Unknown__TRINITY_DN1943_c0_g1_i4.p1	eurasianScopsOwl		MAFK	193.0
denovo	eurasianScopsOwlDenovo__Unknown__TRINITY_DN5778_c0_g2_i1.p1	eurasianScopsOwl		OTX1	315.0
