OrganismShortName	OrganismID	OrganismColor	bulkrna107	AnnotationSource	AnnotationType	CMAF	MAFA	MAFB	NRL	MAFF	MAFG	MAFK	OTX1	OTX2	CRX	nMAFL	nMAFS	nOTX
guineapig	Cavia_porcellus	Mammals	No	GCF	annotated	guineapig__Maf__XP_013000126.2	guineapig__Mafa__XP_005008726.2	guineapig__Mafb__XP_005002829.1	guineapig__Nrl__NP_001166521.1	guineapig__Maff__XP_063099865.1	guineapig__Mafg__XP_005001512.1	guineapig__Mafk__XP_063090094.1	guineapig__Otx1__XP_003467541.3	guineapig__Otx2__XP_063097393.1	guineapig__Crx__XP_063109068.1	4.0	3.0	3.0
groundSquirrel	Ictidomys_tridecemlineatus	Mammals	Yes	GCF	annotated		groundSquirrel__Mafa__XP_005316155.1	groundSquirrel__Mafb__XP_005329891.1	groundSquirrel__Nrl__XP_040131621.1	groundSquirrel__Maff__XP_005322482.1	groundSquirrel__Mafg__XP_021586965.2	groundSquirrel__Mafk__XP_005339892.1	groundSquirrel__Otx1__XP_005322113.1	groundSquirrel__Otx2__XP_040130602.1	groundSquirrel__LOC101960714__XP_021589808.1	3.0	3.0	3.0
groundSquirrel	Ictidomys_tridecemlineatus	Mammals	Yes	GCF	denovo	groundSquirrelDenovo__Unknown__TRINITY_DN20967_c0_g1_i1.p1	groundSquirrelDenovo__Unknown__TRINITY_DN50601_c0_g1_i1.p1	groundSquirrelDenovo__Unknown__TRINITY_DN2585_c2_g1_i1.p1	groundSquirrelDenovo__Unknown__TRINITY_DN5166_c0_g1_i6.p1	groundSquirrelDenovo__Unknown__TRINITY_DN9766_c0_g1_i5.p1	groundSquirrelDenovo__Unknown__TRINITY_DN4278_c0_g1_i1.p1	groundSquirrelDenovo__Unknown__TRINITY_DN36295_c1_g1_i1.p1		groundSquirrelDenovo__Unknown__TRINITY_DN3863_c1_g1_i29.p1	groundSquirrelDenovo__Unknown__TRINITY_DN1475_c0_g1_i5.p1	4.0	3.0	2.0
blindMoleRat	Nannospalax_galili	Mammals	No	GCF	annotated	blindMoleRat__Maf__XP_008833613.2	blindMoleRat__Mafa__XP_008832750.1	blindMoleRat__Mafb__XP_008847806.1	blindMoleRat__Nrl__XP_008838065.1	blindMoleRat__Maff__XP_008849486.1	blindMoleRat__Mafg__XP_029416972.1	blindMoleRat__Mafk__XP_017658288.1	blindMoleRat__Otx1__XP_008848847.1	blindMoleRat__Otx2__XP_029422537.1	blindMoleRat__Crx__XP_008825396.1	4.0	3.0	3.0
zokor	Myospalax_baileyi	Mammals	Yes	GCF Near	denovo				zokorDenovo__Unknown__TRINITY_DN279_c0_g1_i21.p1		zokorDenovo__Unknown__TRINITY_DN51399_c0_g1_i1.p1	zokorDenovo__Unknown__TRINITY_DN1136_c0_g1_i5.p1		zokorDenovo__Unknown__TRINITY_DN41325_c1_g1_i8.p1	zokorDenovo__Unknown__TRINITY_DN1863_c0_g1_i4.p1	1.0	2.0	2.0
hamster	Mesocricetus_auratus	Mammals	No	GCF	annotated	hamster__Maf__XP_040592400.1	hamster__Mafa__XP_005086026.1	hamster__Mafb__XP_005082705.2	hamster__Nrl__XP_005085649.1	hamster__Maff__XP_040610079.1	hamster__Mafg__XP_012968772.1	hamster__Mafk__XP_005080042.1	hamster__Otx1__XP_040589169.1	hamster__Otx2__XP_040591726.1	hamster__Crx__XP_040590377.1	4.0	3.0	3.0
deerMouse	Peromyscus_maniculatus	Mammals	No	GCF	annotated	deerMouse__Maf__XP_076428302.1	deerMouse__Mafa__XP_076412222.1	deerMouse__Mafb__XP_015854992.2	deerMouse__Nrl__XP_006988587.1	deerMouse__Maff__XP_006979206.1	deerMouse__Mafg__XP_042139187.1	deerMouse__Mafk__XP_015864857.1	deerMouse__Otx1__XP_076402182.1	deerMouse__Otx2__XP_042140690.1	deerMouse__Crx__XP_006996974.1	4.0	3.0	3.0
gerbil	Meriones_unguiculatus	Mammals	No	GCF	annotated	gerbil__Maf__XP_060247904.1	gerbil__Mafa__XP_021515761.1	gerbil__Mafb__XP_021500039.1	gerbil__Nrl__XP_060247157.1	gerbil__Maff__XP_021517277.2	gerbil__Mafg__XP_021493069.1	gerbil__Mafk__XP_021496398.1	gerbil__Otx1__XP_021515851.1	gerbil__Otx2__XP_021508022.1	gerbil__LOC110555202__XP_021503974.1	4.0	3.0	3.0
sandRat	Psammomys_obesus	Mammals	Yes	GCF	annotated	sandRat__Maf__XP_055477398.1	sandRat__Mafa__XP_055482483.1	sandRat__Mafb__XP_055458414.1	sandRat__Nrl__XP_055473835.1	sandRat__Maff__XP_055458888.1	sandRat__Mafg__XP_055448662.1	sandRat__Mafk__XP_055454539.1	sandRat__Otx1__XP_055468085.1	sandRat__Otx2__XP_055462205.1	sandRat__Crx__XP_055471636.1	4.0	3.0	3.0
sandRat	Psammomys_obesus	Mammals	Yes	GCF	denovo	sandRatDenovo__Unknown__TRINITY_DN161_c4_g1_i1.p1	sandRatDenovo__Unknown__TRINITY_DN273514_c0_g1_i1.p1	sandRatDenovo__Unknown__TRINITY_DN6054_c1_g1_i1.p1	sandRatDenovo__Unknown__TRINITY_DN505_c2_g2_i5.p1	sandRatDenovo__Unknown__TRINITY_DN5807_c0_g2_i3.p2	sandRatDenovo__Unknown__TRINITY_DN2383_c0_g1_i7.p1	sandRatDenovo__Unknown__TRINITY_DN5807_c0_g1_i1.p3	sandRatDenovo__Unknown__TRINITY_DN288_c2_g1_i1.p2	sandRatDenovo__Unknown__TRINITY_DN3448_c0_g1_i13.p1	sandRatDenovo__Unknown__TRINITY_DN441_c1_g2_i6.p1	4.0	3.0	3.0
grassMouse	Rhabdomys_pumilio	Mammals	No	Custom	annotated	grassMouse__Maf__Maf-T1	grassMouse__Mafa__Mafa-T1	grassMouse__Mafb__Mafb-T1	grassMouse__Nrl__Nrl-T1	grassMouse__Maff__Maff-T1	grassMouse__Mafg__Mafg-T1	grassMouse__Mafk__Mafk-T1	grassMouse__OTX1__Otx1-T1	grassMouse__OTX2__Otx2-T1		4.0	3.0	2.0
brownRat	Rattus_norvegicus	Mammals	Yes	GCF	annotated	brownRat__Maf__NP_062191.2	brownRat__Mafa__NP_001386702.1	brownRat__Mafb__NP_062189.1	brownRat__Nrl__NP_001099506.1	brownRat__Maff__NP_001124045.1	brownRat__Mafg__NP_071781.1	brownRat__Mafk__NP_663706.2	brownRat__Otx1__NP_037241.2	brownRat__Otx2__NP_001094036.1	brownRat__Crx__NP_068627.2	4.0	3.0	3.0
brownRat	Rattus_norvegicus	Mammals	Yes	GCF	denovo	brownRatDenovo__Unknown__TRINITY_DN62859_c0_g1_i1.p2		brownRatDenovo__Unknown__TRINITY_DN120753_c0_g1_i1.p2	brownRatDenovo__Unknown__TRINITY_DN35_c0_g1_i1.p1		brownRatDenovo__Unknown__TRINITY_DN10390_c0_g1_i3.p1	brownRatDenovo__Unknown__TRINITY_DN179795_c0_g1_i1.p2		brownRatDenovo__Unknown__TRINITY_DN769_c0_g1_i30.p1	brownRatDenovo__Unknown__TRINITY_DN587_c0_g1_i1.p1	3.0	2.0	2.0
labMouse	Mus_musculus	Mammals	Yes	GCF	annotated	labMouse__Maf__NP_001020748.2	labMouse__Mafa__NP_919331.1	labMouse__Mafb__NP_034788.1	labMouse__Nrl__NP_032762.1	labMouse__Maff__NP_034885.1	labMouse__Mafg__NP_034886.1	labMouse__Mafk__NP_034887.1	labMouse__Otx1__NP_035153.1	labMouse__Otx2__NP_001273411.1	labMouse__Crx__NP_031796.1	4.0	3.0	3.0
labMouse	Mus_musculus	Mammals	Yes	GCF	denovo	labMouseDenovo__Unknown__TRINITY_DN33128_c0_g1_i1.p3		labMouseDenovo__Unknown__TRINITY_DN78582_c0_g1_i1.p2	labMouseDenovo__Unknown__TRINITY_DN2_c0_g1_i2.p1		labMouseDenovo__Unknown__TRINITY_DN3886_c0_g1_i2.p1			labMouseDenovo__Unknown__TRINITY_DN2938_c0_g1_i1.p1	labMouseDenovo__Unknown__TRINITY_DN815_c0_g1_i2.p1	3.0	1.0	2.0
marmoset	Callithrix_jacchus	Mammals	Yes	GCF	annotated	marmoset__MAF__XP_002761235.1	marmoset__MAFA__XP_008981332.2	marmoset__MAFB__XP_002747609.1	marmoset__NRL__XP_035116064.1	marmoset__MAFF__XP_035128467.1	marmoset__MAFG__XP_035158027.1	marmoset__MAFK__XP_035145692.2	marmoset__OTX1__XP_008978870.1	marmoset__OTX2__XP_035116504.1	marmoset__CRX__XP_054105526.1	4.0	3.0	3.0
marmoset	Callithrix_jacchus	Mammals	Yes	GCF	denovo	marmosetDenovo__Unknown__TRINITY_DN553_c0_g1_i16.p1	marmosetDenovo__Unknown__TRINITY_DN91344_c0_g1_i1.p3	marmosetDenovo__Unknown__TRINITY_DN151009_c0_g1_i1.p1	marmosetDenovo__Unknown__TRINITY_DN4866_c0_g1_i4.p1	marmosetDenovo__Unknown__TRINITY_DN5994_c1_g1_i1.p1		marmosetDenovo__Unknown__TRINITY_DN63898_c0_g1_i5.p1	marmosetDenovo__Unknown__TRINITY_DN1525_c0_g2_i2.p1	marmosetDenovo__Unknown__TRINITY_DN25299_c0_g1_i29.p1	marmosetDenovo__Unknown__TRINITY_DN5403_c0_g1_i13.p1	4.0	2.0	3.0
nancymaMonkey	Aotus_nancymaae	Mammals	Yes	GCF	annotated	nancymaMonkey__MAF__XP_021526730.2	nancymaMonkey__MAFA__XP_021527743.2	nancymaMonkey__MAFB__XP_012310439.2	nancymaMonkey__NRL__XP_064230808.1	nancymaMonkey__MAFF__XP_012314355.1	nancymaMonkey__MAFG__XP_012308133.2	nancymaMonkey__MAFK__XP_012326328.2	nancymaMonkey__OTX1__XP_012332543.1	nancymaMonkey__OTX2__XP_012306408.1	nancymaMonkey__CRX__XP_012302187.2	4.0	3.0	3.0
nancymaMonkey	Aotus_nancymaae	Mammals	Yes	GCF	denovo	nancymaMonkeyDenovo__Unknown__TRINITY_DN5405_c0_g1_i3.p2			nancymaMonkeyDenovo__Unknown__TRINITY_DN463_c0_g2_i3.p1		nancymaMonkeyDenovo__Unknown__TRINITY_DN4340_c1_g1_i2.p1	nancymaMonkeyDenovo__Unknown__TRINITY_DN9414_c0_g1_i5.p1		nancymaMonkeyDenovo__Unknown__TRINITY_DN163_c0_g1_i7.p1	nancymaMonkeyDenovo__Unknown__TRINITY_DN575_c0_g1_i5.p1	2.0	2.0	2.0
oliveBaboon	Papio_anubis	Mammals	Yes	GCF	annotated	oliveBaboon__MAF__XP_003917264.3	oliveBaboon__MAFA__XP_003919735.1	oliveBaboon__MAFB__XP_003904790.1	oliveBaboon__NRL__XP_009209537.1	oliveBaboon__MAFF__XP_017800799.1	oliveBaboon__MAFG__XP_021784144.1	oliveBaboon__MAFK__XP_003895698.1	oliveBaboon__OTX1__XP_003908766.1	oliveBaboon__OTX2__XP_031523944.1	oliveBaboon__CRX__XP_017808056.1	4.0	3.0	3.0
oliveBaboon	Papio_anubis	Mammals	Yes	GCF	denovo				oliveBaboonDenovo__Unknown__TRINITY_DN34300_c0_g1_i1.p1					oliveBaboonDenovo__Unknown__TRINITY_DN2996_c0_g1_i3.p1	oliveBaboonDenovo__Unknown__TRINITY_DN2996_c0_g1_i3.p1	1.0	0.0	2.0
crabMacaque	Macaca_fascicularis	Mammals	Yes	GCF	annotated	crabMacaque__MAF__XP_005592920.2	crabMacaque__MAFA__XP_015310804.3	crabMacaque__MAFB__XP_045218909.1	crabMacaque__NRL__XP_065403554.1	crabMacaque__MAFF__XP_005567368.3	crabMacaque__MAFG__XP_065388225.1	crabMacaque__MAFK__XP_065397606.1	crabMacaque__OTX1__XP_005575818.1	crabMacaque__OTX2__XP_005561397.1	crabMacaque__CRX__XP_065390758.1	4.0	3.0	3.0
crabMacaque	Macaca_fascicularis	Mammals	Yes	GCF	denovo	crabMacaqueDenovo__Unknown__TRINITY_DN4999_c0_g4_i1.p1	crabMacaqueDenovo__Unknown__TRINITY_DN24195_c0_g1_i1.p2	crabMacaqueDenovo__Unknown__TRINITY_DN4772_c6_g1_i1.p1	crabMacaqueDenovo__Unknown__TRINITY_DN3324_c0_g1_i5.p1	crabMacaqueDenovo__Unknown__TRINITY_DN21938_c0_g4_i1.p1	crabMacaqueDenovo__Unknown__TRINITY_DN6099_c0_g1_i7.p1	crabMacaqueDenovo__Unknown__TRINITY_DN6099_c0_g2_i2.p1	crabMacaqueDenovo__Unknown__TRINITY_DN4021_c0_g2_i1.p1	crabMacaqueDenovo__Unknown__TRINITY_DN2132_c0_g1_i46.p1	crabMacaqueDenovo__Unknown__TRINITY_DN562_c0_g3_i8.p1	4.0	3.0	3.0
rhesusMacaque	Macaca_mulatta	Mammals	Yes	GCF	annotated	rhesusMacaque__MAF__XP_014982165.2	rhesusMacaque__MAFA__XP_015001613.2	rhesusMacaque__MAFB__XP_001101624.3	rhesusMacaque__NRL__XP_028707272.1	rhesusMacaque__MAFF__XP_001092994.2	rhesusMacaque__MAFG__NP_001181498.1	rhesusMacaque__MAFK__XP_028701319.1	rhesusMacaque__OTX1__XP_001084150.1	rhesusMacaque__OTX2__NP_001171116.1	rhesusMacaque__CRX__XP_014979851.1	4.0	3.0	3.0
rhesusMacaque	Macaca_mulatta	Mammals	Yes	GCF	denovo	rhesusMacaqueDenovo__Unknown__TRINITY_DN7101_c0_g1_i1.p1		rhesusMacaqueDenovo__Unknown__TRINITY_DN261237_c0_g1_i1.p2	rhesusMacaqueDenovo__Unknown__TRINITY_DN783_c0_g1_i6.p1				rhesusMacaqueDenovo__Unknown__TRINITY_DN189059_c0_g1_i1.p1	rhesusMacaqueDenovo__Unknown__TRINITY_DN1841_c0_g2_i1.p1	rhesusMacaqueDenovo__Unknown__TRINITY_DN1307_c16_g1_i11.p1	3.0	0.0	3.0
human	Homo_sapiens	Mammals	Yes	GCF	annotated	human__MAF__NP_005351.2	human__MAFA__NP_963883.2	human__MAFB__NP_005452.2	human__NRL__NP_001341697.1,human__NRL__XP_054188315.1	human__MAFF__NP_036455.1	human__MAFG__NP_002350.1	human__MAFK__NP_002351.1	human__OTX1__NP_055377.1	human__OTX2__NP_068374.1	human__CRX__NP_000545.1	4.0	3.0	3.0
human	Homo_sapiens	Mammals	Yes	GCF	denovo	humanDenovo__Unknown__TRINITY_DN1615_c0_g1_i3.p1		humanDenovo__Unknown__TRINITY_DN152954_c0_g1_i1.p2	humanDenovo__Unknown__TRINITY_DN1334_c0_g1_i6.p1		humanDenovo__Unknown__TRINITY_DN10086_c0_g1_i2.p1			humanDenovo__Unknown__TRINITY_DN983_c0_g1_i13.p1	humanDenovo__Unknown__TRINITY_DN663_c0_g1_i33.p1	3.0	1.0	2.0
